"","990
077","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
078","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
081","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","46","",".",".",".",".",".",".","",".","80.4","2.2",".",".","17.4","",".",".",".","."
"PATH-BIO
703","Dept. Total","992","3.616","42.9","13.5","10.6","1.3","1.6","0.1","",".","28.7","0.1",".",".","0.9","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","18","3.563","83.3",".","5.6","5.6","5.6",".","",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","23","3.553","69.6","4.3","17.4",".","8.7",".","",".",".",".",".",".",".","",".",".",".","."
"Junior","","23","3.287","47.8","4.3","34.8",".","13.0",".","",".",".",".",".",".",".","",".",".",".","."
"Senior","","19","3.389","57.9","10.5","15.8",".","10.5","5.3","",".",".",".",".",".",".","",".",".",".","."
"Undergraduates","","83","3.426","63.9","4.8","19.3","1.2","9.6","1.2","",".",".",".",".",".",".","",".",".",".","."
"Special","","20","3.000","5.0",".","5.0",".","5.0",".","",".","85.0",".",".",".",".","",".",".",".","."
"Graduate","","62","3.759","17.7","4.8","4.8",".",".",".","",".","56.5","1.6",".",".","12.9","",".",".","1.6","."
"Prof Yr 2","","674","3.639","50.6","18.7","12.6","1.8","1.0",".","",".","15.3",".",".",".",".","",".",".",".","."
"Prof Yr 3","","83","3.875","2.4","1.2",".",".",".",".","",".","96.4",".",".",".",".","",".",".",".","."
"Prof Yr 4","","70","4.000","25.7",".",".",".",".",".","",".","71.4",".",".",".","1.4","",".",".","1.4","."
"Professionals","","827","3.644","43.7","15.4","10.3","1.5","0.8",".","",".","28.2",".",".",".","0.1","",".",".","0.1","."
"","Dept. Total","992","3.616","42.9","13.5","10.6","1.3","1.6","0.1","",".","28.7","0.1",".",".","0.9","",".",".","0.2","."
