"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","13206","3.373","39.6","24.5","22.9","6.4","4.3","0.9","0.4","0.4","0.0","0.1",".","0.2","0.2",".","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","137","3.531","62.0","12.4","19.0","1.5","2.9","1.5","0.7",".",".",".",".",".",".",".",".","."
"Sophomore","","1786","3.216","42.3","18.4","22.6","6.6","7.7","1.9","0.4",".",".","0.1",".",".","0.1",".",".","0.2"
"Junior","","3352","3.285","37.9","21.6","25.7","7.0","5.3","1.4","0.7","0.0",".","0.1",".",".","0.3",".",".","."
"Senior","","4780","3.339","34.3","25.2","25.8","8.9","4.2","0.7","0.4","0.2",".","0.3",".",".","0.1",".",".","."
"Undergraduates","","10055","3.304","37.3","22.6","25.1","7.7","5.2","1.2","0.5","0.1",".","0.2",".",".","0.2",".",".","0.0"
"Special","","470","3.305","34.7","23.0","22.1","8.5","7.0","1.1","0.6","1.5","0.4",".",".",".",".",".","1.1","."
"Graduate","","2646","3.648","49.0","32.0","14.7","1.0","0.5",".",".","1.5",".","0.0",".","0.9","0.4",".",".","."
"Prof Yr 1","","2","3.250",".","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","30","3.709","60.0","20.0","13.3","3.3",".",".",".",".",".",".",".",".","3.3",".",".","."
"Prof Yr 4","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","35","3.680","54.3","22.9","14.3","2.9",".",".",".","2.9",".",".",".",".","2.9",".",".","."
"","College Total","13206","3.373","39.6","24.5","22.9","6.4","4.3","0.9","0.4","0.4","0.0","0.1",".","0.2","0.2",".","0.0","0.0"
