"LATIN AMER, CARIB & IBERIAN","Section","#","","Ave","A","AB","","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"525
LACIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Topics in LACIS","440
003","","4","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"LACIS
525","Dept. Total","","4","3.200","25.0","",".","75.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"525
LACIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","2","3.000",".","",".","100.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","2","3.000",".","",".","100.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","3.000",".","",".","100.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","4","3.200","25.0","",".","75.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
