"","990
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","16","",".",".",".",".",".",".",".","93.8",".",".",".","6.3",".",".",".","."
"Independent Work","999
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"COMP LIT
260","Dept. Total","386","3.422","32.6","31.3","19.7","6.5","2.3","1.0","0.3","4.1",".",".",".","0.3","0.8","0.3","0.3","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.531","12.5","81.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","84","3.220","13.1","38.1","29.8","11.9","4.8",".",".",".",".",".",".",".","1.2",".",".","1.2"
"Junior","","114","3.353","27.2","38.6","21.1","6.1","1.8","3.5",".",".",".",".",".",".","0.9",".",".","0.9"
"Senior","","124","3.496","45.2","22.6","20.2","6.5","2.4",".","0.8","0.8",".",".",".",".","0.8","0.8",".","."
"Undergraduates","","338","3.381","29.6","34.6","22.2","7.4","2.7","1.2","0.3","0.3",".",".",".",".","0.9","0.3",".","0.6"
"Special","","5","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","43","3.937","53.5","7.0",".",".",".",".",".","34.9",".",".",".","2.3",".",".","2.3","."
"","Dept. Total","386","3.422","32.6","31.3","19.7","6.5","2.3","1.0","0.3","4.1",".",".",".","0.3","0.8","0.3","0.3","0.5"
