"MILITARY SCIENCE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","101
001","19","3.658","52.6","26.3","21.1",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"","101
002","9","3.722","55.6","33.3","11.1",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"","101
003","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","101
004","8","3.688","50.0","37.5","12.5",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Foundations of Officership","Course Total","39","3.658","48.7","30.8","17.9",".","",".","",".","",".","2.6","",".",".","",".","",".","",".",".",".","."
"Leadership Lab 1A","110
001","17","4.000","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"","201
001","25","3.960","96.0",".","4.0",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"","201
002","7","4.000","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Individual Leadership Studies","Course Total","32","3.969","96.9",".","3.1",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Leadership Lab 2A","210
001","12","4.000","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Leadership and Problem Solving","301
001","21","4.000","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Leadership Lab 3A","310
001","20","4.000","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Leadership and Management","401
001","11","4.000","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Leadership Lab 4A","410
001","12","4.000","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"MIL SCI
644","Dept. Total","164","3.934","87.2","7.3","4.9",".","",".","",".","",".","0.6","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","51","3.828","70.6","17.6","11.8",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","40","3.930","87.5","5.0","5.0",".","",".","",".","",".","2.5","",".",".","",".","",".","",".",".",".","."
"Junior","","30","3.989","96.7","3.3",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","37","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","158","3.931","86.7","7.6","5.1",".","",".","",".","",".","0.6","",".",".","",".","",".","",".",".",".","."
"Special","","6","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","164","3.934","87.2","7.3","4.9",".","",".","",".","",".","0.6","",".",".","",".","",".","",".",".",".","."
