"L&S","","","","","","","","","","","","","","","","","","","",""
"E ASIAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","",""
"E ASIAN
Dept. Total
295","890","3.628","58.0","19.3","10.1","3.5","2.5","0.7","0.6","2.4","",".","0.7","",".","0.6","1.6","0.2",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","97","3.539","57.7","22.7","5.2","8.2","2.1","2.1","1.0",".","",".",".","",".",".","1.0",".",".","."
"Sophomore","170","3.591","58.8","22.9","7.6","2.9","4.7","0.6","1.2",".","",".",".","",".",".","1.2",".",".","."
"Junior","219","3.628","59.8","16.0","15.5","2.7","3.2","0.9",".",".","",".","0.5","",".",".","0.9","0.5",".","."
"Senior","286","3.635","56.3","20.3","12.6","3.8","1.7","0.3","0.7","0.7","",".","1.7","",".",".","1.4","0.3",".","."
"Undergraduates","772","3.607","58.0","19.9","11.4","3.9","2.8","0.8","0.6","0.3","",".","0.8","",".",".","1.2","0.3",".","."
"Special","15","3.779","66.7","26.7","6.7",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","102","3.880","55.9","13.7","1.0","1.0",".",".",".","18.6","",".",".","",".","4.9","4.9",".",".","."
"Prof Yr 2","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","890","3.628","58.0","19.3","10.1","3.5","2.5","0.7","0.6","2.4","",".","0.7","",".","0.6","1.6","0.2",".","."
