"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Elem Teaching Practicum III","Course Total","","50","",".",".",".",".",".",".",".",".",".","98.0","2.0",".",".",".",".","."
"","001
375","","19","3.750","63.2","15.8","15.8",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","375
002","","10","3.850","90.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","375
003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","375
004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Proseminar","Course Total","","34","3.833","73.5","8.8","8.8","2.9",".",".",".","2.9",".",".",".",".","2.9",".",".","."
"Teach Secondry Schl Math II","394
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Technol-Secondary Schl Math","395
001","","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
070","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
095","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
098","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","24","3.975","91.7","4.2",".",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"Stdt Teaching World Lang(6-12)","443
001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tch-His&Soc St Mid Sch","458
001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg Hist&Soc St in HS","459
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","463
001","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","463
002","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar:K-Mid Schl Teaching","Course Total","","50","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","464
001","","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","464
002","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg in Elem School","Course Total","","35","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","466
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","466
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching-Music:Elem","Course Total","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","467
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","467
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching-Music:Secndry","Course Total","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching Engl-Mid Schl","472
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teach-Science in H.S.","490
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Student Teaching in HS Math","494
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teach Sci-MiddleSchl","495
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching-English in HS","496
001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teach-Middle Schl Math","497
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","498
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","498
002","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching-Middle School","Course Total","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","506
001","","26","3.865","73.1","26.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","506
002","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategy-Inclusive Schoolng","Course Total","","48","3.927","85.4","14.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Religion and Public Education","516
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Meth&Matl-Early Childhd Ed","550
001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 03, 2015","","","","","","","","","","","","","","","","","","","","Page 84 of 403"
