"ALS","","","","","","","","","","","","","","","","","","","","",""
"COMMUNITY & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"C&E SOC
Dept. Total
864","359","3.365","37.0","24.2","21.2","7.5","5.6","0.6","0.6","1.9","",".",".","",".","",".","1.4",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","17","3.394","17.6","58.8","11.8","5.9","5.9",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","51","2.988","15.7","23.5","33.3","15.7","5.9","2.0","3.9",".","",".",".","",".","",".",".",".",".","."
"Junior","106","3.331","36.8","19.8","26.4","6.6","8.5","0.9",".",".","",".",".","",".","",".","0.9",".",".","."
"Senior","144","3.453","42.4","25.0","18.1","6.9","4.9",".",".","0.7","",".",".","",".","",".","2.1",".",".","."
"Undergraduates","318","3.331","34.9","24.8","23.0","8.2","6.3","0.6","0.6","0.3","",".",".","",".","",".","1.3",".",".","."
"Special","8","3.577","25.0","62.5","12.5",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","33","3.771","60.6","9.1","6.1","3.0",".",".",".","18.2","",".",".","",".","",".","3.0",".",".","."
"Dept. Total","359","3.365","37.0","24.2","21.2","7.5","5.6","0.6","0.6","1.9","",".",".","",".","",".","1.4",".",".","."
