"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"433
Advanced Viola","004","5","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"435","026","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"435","071","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Cello","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"437
Advanced String Bass","066","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"439
Advanced Harp","077","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"440
Advanced Guitar","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"457","001","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"457","002","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Jazz Composition&Arranging","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"49
Basic Oboe","059","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","026","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","033","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","061","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","062","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","083","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Senior Recital","Course Total","6","4.000","50.0",".","",".",".","",".","",".","",".","",".",".",".",".",".","50.0",".",".","."
"501
Masters Level-Piano","047","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"505","006","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"505","045","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"505","061","5","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"505","062","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Voice","Course Total","13","3.958","84.6","7.7","",".",".","",".","",".","",".","",".",".",".",".",".","7.7",".",".","."
"507
Masters Level-Flute","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"51
Basic Clarinet","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"511
Masters Level-Clarinet","005","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"515
Masters Level-Bassoon","032","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"517
Masters Level-Horn","020","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"519
Masters Level-Trumpet","063","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"525
Masters Level-Tuba","035","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"527
Masters Level-Percussion","033","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"531","083","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"531","084","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"531","101","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Violin","Course Total","8","4.000","100.0",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"532","022","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"532","038","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"532","040","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Conducting","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"533
Masters Level-Viola","004","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"535","026","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"535","071","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Cello","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
