"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","10525","3.767","66.9","13.4","6.0","2.0","1.2","0.4","0.3","3.6","0.1","3.8","0.0","0.8","1.1","0.0","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1199","3.671","69.0","17.5","7.3","2.6","1.8","0.8","0.8","0.2",".",".",".",".",".",".",".","."
"Sophomore","","1201","3.647","67.3","15.2","8.0","4.4","2.8","0.8","0.7",".",".","0.1",".",".","0.4",".","0.2","."
"Junior","","1727","3.728","68.2","16.3","7.1","2.6","1.4","0.8","0.3","0.3",".","2.5",".",".","0.3",".",".","0.2"
"Senior","","3340","3.753","67.0","13.9","7.3","2.2","1.4","0.2","0.2","0.6","0.0","6.5","0.0",".","0.6",".",".","0.0"
"Undergraduates","","7467","3.721","67.6","15.3","7.4","2.7","1.7","0.6","0.4","0.4","0.0","3.5","0.0",".","0.4",".","0.0","0.1"
"Special","","294","3.709","40.1","10.5","7.1","1.4","0.7","0.3","0.3","30.6",".","2.4",".",".","3.1","0.7","1.7","1.0"
"Graduate","","2756","3.901","67.3","8.7","2.1","0.3","0.1",".","0.1","9.7","0.2","5.0","0.2","3.2","2.9","0.1","0.3","."
"Prof Yr 2","","4","4.000","75.0",".",".",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"Prof Yr 3","","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","18","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"","College Total","10535","3.767","66.8","13.4","6.0","2.0","1.2","0.4","0.3","3.6","0.1","3.9","0.1","0.8","1.1","0.0","0.1","0.1"
