"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","14516","3.325","37.7","19.8","18.6","8.2","5.1","1.4","0.9","4.9","0.0","0.8","0.0","2.1","0.4","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","710","3.463","41.3","29.7","16.5","5.9","4.2","1.3","1.1",".",".",".",".",".",".",".",".","."
"Sophomore","","1211","3.114","38.6","18.2","16.2","16.3","5.2","3.1","2.1",".",".",".",".",".","0.1","0.2","0.1","."
"Junior","","2739","3.154","35.0","19.1","23.4","11.1","7.4","2.2","1.4","0.0",".","0.2",".",".","0.1","0.1","0.0","."
"Senior","","6393","3.284","37.0","22.4","22.4","9.0","6.0","1.3","0.7","0.0",".","0.6","0.1",".","0.5","0.0","0.0","."
"Undergraduates","","11053","3.247","36.9","21.6","21.6","10.1","6.2","1.7","1.1","0.0",".","0.4","0.0",".","0.3","0.1","0.0","."
"Special","","301","3.110","32.2","14.3","23.6","8.3","11.3","1.7","2.3","3.7","0.3","1.3",".",".","0.3","0.3","0.3","."
"Graduate","","3494","3.709","42.5","12.9","7.0","1.1","0.7","0.1","0.1","19.9","0.1","4.9","0.2","8.8","0.9","0.0","0.7","."
"Prof Yr 2","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","5","4.000","40.0",".",".",".",".",".",".","20.0",".",".",".","20.0","20.0",".",".","."
"Prof Yr 4","","9","3.857","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","15","3.885","60.0","13.3",".",".",".",".",".","13.3",".",".",".","6.7","6.7",".",".","."
"","College Total","14863","3.325","38.2","19.4","18.2","8.0","5.0","1.3","0.9","4.8","0.0","1.5","0.1","2.1","0.4","0.1","0.2","."
