"","999
082","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
087","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
093","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
094","4","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading & Research","Course Total","21","4.000","57.1",".",".",".",".",".",".","19.0",".",".","",".","14.3","9.5",".",".","."
"SOC
900","Dept. Total","3064","3.254","34.2","22.7","18.3","9.3","6.8","1.5","0.9","3.6","0.0","0.8","",".","0.4","1.2","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","557","3.012","16.2","26.0","28.2","15.6","9.7","2.9","1.1","0.2",".",".","",".",".","0.2",".",".","."
"Sophomore","","691","3.252","32.3","27.1","20.0","11.1","6.2","1.2","1.2",".",".",".","",".",".","0.7","0.1","0.1","."
"Junior","","688","3.351","38.7","26.3","18.2","7.4","6.7","1.3","0.6","0.1",".",".","",".",".","0.6",".",".","0.1"
"Senior","","692","3.255","37.6","21.5","17.6","9.0","8.5","1.7","1.4","0.3","0.1",".","",".","0.6","1.0","0.3","0.1","0.1"
"Undergraduates","","2628","3.223","31.9","25.2","20.6","10.5","7.7","1.7","1.1","0.2","0.0",".","",".","0.2","0.6","0.1","0.1","0.1"
"Special","","44","2.941","20.5","11.4","13.6","13.6","15.9","2.3",".","13.6",".",".","",".",".","2.3",".","4.5","2.3"
"Graduate","","389","3.838","50.6","6.9","2.8","0.8",".",".",".","26.0",".","5.9","",".","2.1","4.9",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 4","","2","3.250","50.0",".","50.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","3","3.400","66.7",".","33.3",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","3064","3.254","34.2","22.7","18.3","9.3","6.8","1.5","0.9","3.6","0.0","0.8","",".","0.4","1.2","0.1","0.1","0.1"
