"","999
107","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
120","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
160","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"MARKETNG
237","Dept. Total","1963","3.398","28.7","35.6","27.0","6.0","1.5","0.4","0.1","0.4","",".",".","",".","",".","0.1",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","151","3.199","5.3","45.0","38.4","7.9","2.6","0.7",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","454","3.318","18.9","37.0","35.7","5.7","2.0","0.4",".",".","",".",".","",".","",".","0.2",".",".","."
"Senior","","793","3.389","28.4","34.6","26.6","8.4","1.3","0.6",".","0.1","",".",".","",".","",".",".",".",".","."
"Undergraduates","","1398","3.345","22.8","36.5","30.8","7.5","1.6","0.6",".","0.1","",".",".","",".","",".","0.1",".",".","."
"Special","","90","3.108","18.9","22.2","30.0","11.1","7.8",".","2.2","4.4","",".",".","",".","",".",".",".","3.3","."
"Graduate","","466","3.630","47.9","35.6","15.2","0.6",".",".",".","0.6","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","7","3.735","71.4","14.3","14.3",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","9","3.674","55.6","33.3","11.1",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1963","3.398","28.7","35.6","27.0","6.0","1.5","0.4","0.1","0.4","",".",".","",".","",".","0.1",".","0.2","."
