"EGR","","","","","","","","","","","","","","","","","","",""
"CIVIL AND ENVIRONMENTAL EN Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","",""
"CIV ENGR
Dept. Total
240","1404","3.373","42.5","17.0","17.0","7.3","5.6","0.7","0.1","5.9","0.1","0.1","",".","3.3","0.5",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","",""
"Sophomore","28","2.873","17.9","14.3","21.4","21.4","25.0",".",".",".",".",".","",".",".",".",".",".","."
"Junior","149","3.150","26.2","18.8","33.6","13.4","6.7","0.7",".",".",".",".","",".",".","0.7",".",".","."
"Senior","797","3.360","44.3","21.3","18.4","8.5","6.0","0.9","0.1",".",".",".","",".",".","0.4",".",".","."
"Undergraduates","974","3.312","40.8","20.7","20.8","9.7","6.7","0.8","0.1",".",".",".","",".",".","0.4",".",".","."
"Special","54","2.873","18.5","9.3","25.9","11.1","22.2","1.9",".","9.3",".",".","",".",".","1.9",".",".","."
"Graduate","376","3.771","50.5","8.2","5.9","0.5","0.3","0.3",".","20.7","0.5","0.3","",".","12.2","0.5",".",".","."
"Dept. Total","1404","3.373","42.5","17.0","17.0","7.3","5.6","0.7","0.1","5.9","0.1","0.1","",".","3.3","0.5",".",".","."
