"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","204
007","22","3.477","40.9","31.8","22.7",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"","204
008","23","3.587","43.5","39.1","13.0",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","009
204","19","3.026","5.3","15.8","57.9","21.1",".",".",".",".",".",".",".",".",".",".",".","."
"","010
204","24","3.479","45.8","29.2","12.5","8.3",".","4.2",".",".",".",".",".",".",".",".",".","."
"","204
011","23","3.500","43.5","21.7","30.4",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
012","24","3.348","20.8","29.2","41.7","4.2",".",".",".","4.2",".",".",".",".",".",".",".","."
"","013
204","24","3.625","58.3","16.7","20.8",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
014","22","3.452","54.5","4.5","18.2","9.1","9.1",".",".",".",".",".",".",".",".","4.5",".","."
"","015
204","23","3.783","73.9","17.4","4.3",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","016
204","14","3.143","14.3","28.6","50.0",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"","204
017","22","3.273","36.4","27.3","22.7",".","4.5","9.1",".",".",".",".",".",".",".",".",".","."
"","204
018","23","3.432","21.7","43.5","26.1","4.3",".",".",".",".",".",".",".",".",".",".",".","4.3"
"","204
019","17","3.265","23.5","29.4","35.3",".","11.8",".",".",".",".",".",".",".",".",".",".","."
"","204
020","18","3.639","55.6","16.7","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","021
204","19","3.289","42.1","21.1","15.8","5.3","10.5","5.3",".",".",".",".",".",".",".",".",".","."
"","022
204","22","3.341","18.2","40.9","36.4",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","204
023","18","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","470","3.428","37.7","26.0","26.8","3.6","3.8","1.3",".","0.4",".",".",".",".",".","0.2",".","0.2"
"Spanish for Spanish Speaker","206
001","9","2.500",".","22.2","44.4",".",".","11.1","11.1","11.1",".",".",".",".",".",".",".","."
"","223
001","170","3.560","58.2","17.1","14.7","2.4","2.9","1.2","1.8","0.6",".",".",".",".",".","0.6",".","0.6"
"","223
002","23","3.413","30.4","26.1","39.1","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","193","3.542","54.9","18.1","17.6","2.6","2.6","1.0","1.6","0.5",".",".",".",".",".","0.5",".","0.5"
"","224
001","140","3.270","22.1","27.9","38.6","3.6","4.3","0.7","0.7",".",".",".",".",".",".","0.7",".","1.4"
"","224
002","20","3.700","55.0","30.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
003","20","3.500","50.0","20.0","15.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","180","3.345","28.9","27.2","33.3","3.9","3.9","0.6","0.6",".",".",".",".",".",".","0.6",".","1.1"
"","226
002","17","3.000","17.6","11.8","52.9","11.8",".",".","5.9",".",".",".",".",".",".",".",".","."
"","226
003","17","3.000",".","35.3","35.3","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","004
226","19","3.421","26.3","42.1","26.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
005","20","3.625","55.0","30.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","226
006","20","3.050","15.0","20.0","50.0","10.0",".",".","5.0",".",".",".",".",".",".",".",".","."
"","007
226","17","3.382","41.2","23.5","11.8","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","226
008","20","3.850","75.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
009","18","3.278","16.7","27.8","50.0","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","226
010","20","3.895","80.0","10.0","5.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","226
011","20","3.525","45.0","30.0","15.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","226
012","20","3.500","50.0","15.0","20.0","15.0",".",".",".",".",".",".",".",".",".",".",".","."
"","014
226","18","3.444","33.3","33.3","27.8",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
016","19","3.389","31.6","15.8","42.1","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"","226
017","20","3.425","25.0","40.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
018","16","3.219","18.8","12.5","62.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
019","18","3.250","27.8","33.3","27.8","5.6",".",".","5.6",".",".",".",".",".",".",".",".","."
"","226
020","20","3.500","20.0","60.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
021","18","3.583","55.6","16.7","22.2",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
022","20","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
