"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3212","3.559","52.9","20.5","14.6","5.5","2.3","0.3","0.2","1.3","0.0","1.6",".","0.2","0.5",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","10","2.650","10.0","10.0","30.0","20.0","20.0","10.0",".",".",".",".",".",".",".",".",".","."
"Sophomore","","22","3.000","22.7","18.2","27.3","13.6","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"Junior","","132","3.365","40.9","23.5","18.9","7.6","6.8","2.3",".",".",".",".",".",".",".",".",".","."
"Senior","","163","3.491","52.1","14.7","20.2","9.2","2.5","1.2",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","327","3.397","44.3","18.3","20.5","9.2","5.5","2.1",".",".",".",".",".",".",".",".",".","."
"Special","","15","2.956","20.0","6.7","13.3","40.0","6.7",".","6.7",".","6.7",".",".",".",".",".",".","."
"Graduate","","224","3.701","41.1","9.8","2.7",".",".",".","0.9","16.5",".","22.8",".","2.7","2.7",".","0.9","."
"Prof Yr 1","","517","3.486","52.4","22.1","18.4","3.9","3.1","0.2",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","819","3.412","53.2","18.6","15.8","8.2","3.4","0.1","0.4",".",".",".",".",".","0.2",".","0.1","."
"Prof Yr 3","","1176","3.581","47.4","22.9","12.8","4.2","0.7","0.1",".","0.4",".",".",".","11.3","0.3",".",".","."
"Prof Yr 4","","267","3.800","72.3","15.7","7.9","1.5","0.7",".",".",".",".",".",".",".","1.9",".",".","."
"Professionals","","2779","3.577","52.5","20.8","14.2","5.0","1.9","0.1","0.1","0.2",".",".",".","4.8","0.4",".","0.0","."
"","College Total","3345","3.559","50.8","19.7","14.1","5.3","2.2","0.3","0.2","1.3","0.0","1.5",".","4.2","0.5",".","0.1","."
