"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","",""
"","760
004","79","3.760","65.8","20.3","8.9","1.3","1.3",".",".",".",".","",".",".","",".","2.5",".",".","."
"","760
104","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Phmceut Care Specialty Clrkshp","Course Total","160","3.761","66.9","16.9","10.6","1.9","0.6",".",".",".","",".",".","",".",".","3.1",".",".","."
"Vet Pharmacy Clerkship","764
003","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Grad Sem Hlth-System Pharmacy","961
001","7","3.929","85.7","14.3",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"Advanced Independent Study","999
028","7","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"PHM PRAC
728","Dept. Total","1363","3.690","65.0","18.4","9.8","4.5","1.1","0.3","0.1","0.4","",".",".","",".",".","0.4",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","2.650","10.0","10.0","30.0","20.0","20.0","10.0",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","17","2.735",".","23.5","35.3","17.6","17.6","5.9",".",".","",".",".","",".",".",".",".",".","."
"Junior","","16","3.031","25.0","12.5","31.3","18.8","6.3","6.3",".",".","",".",".","",".",".",".",".",".","."
"Senior","","10","3.150","40.0","10.0","20.0","20.0",".","10.0",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","53","2.887","17.0","15.1","30.2","18.9","11.3","7.5",".",".","",".",".","",".",".",".",".",".","."
"Special","","8","3.143","12.5","12.5","12.5","62.5",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","19","3.981","94.7","5.3",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 1","","132","3.979","96.2","3.0","0.8",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","408","3.661","68.1","19.6","7.8","3.2","0.5",".","0.5",".","",".",".","",".",".",".",".","0.2","."
"Prof Yr 3","","609","3.511","42.7","18.9","10.2","4.8","0.8",".",".","0.8","",".",".","",".","21.8",".",".",".","."
"Prof Yr 4","","267","3.800","72.3","15.7","7.9","1.5","0.7",".",".",".","",".",".","",".",".","1.9",".",".","."
"Professionals","","1416","3.715","60.6","17.0","8.2","3.2","0.6",".","0.1","0.4","",".",".","",".","9.4","0.4",".","0.1","."
"","Dept. Total","1496","3.690","59.2","16.8","8.9","4.1","1.0","0.3","0.1","0.3","",".",".","",".","8.9","0.3",".","0.1","."
