"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","102
001","20","2.850","5.0","20.0","45.0","10.0","15.0","5.0",".",".",".",".",".",".",".",".",".","."
"","002
102","19","3.194","5.3","31.6","52.6","5.3",".",".",".",".",".",".",".",".","5.3",".",".","."
"","102
003","24","2.875","25.0","20.8","20.8","4.2","20.8",".","8.3",".",".",".",".",".",".",".",".","."
"","102
005","23","3.283","26.1","30.4","21.7","17.4","4.3",".",".",".",".",".",".",".",".",".",".","."
"","102
006","23","3.130","17.4","17.4","47.8","8.7","8.7",".",".",".",".",".",".",".",".",".",".","."
"","102
007","20","2.800","5.0","20.0","40.0","20.0","5.0","10.0",".",".",".",".",".",".",".",".",".","."
"","102
008","20","3.025","20.0","20.0","25.0","15.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","009
102","22","2.786","18.2","9.1","18.2","22.7","22.7","4.5",".","4.5",".",".",".",".",".",".",".","."
"","102
010","23","3.326","17.4","47.8","26.1",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","011
102","19","2.737",".","26.3","31.6","15.8","21.1","5.3",".",".",".",".",".",".",".",".",".","."
"","102
012","16","3.233","18.8","12.5","56.3","6.3",".",".",".",".",".",".",".",".","6.3",".",".","."
"","102
013","13","2.654",".","15.4","23.1","38.5","23.1",".",".",".",".",".",".",".",".",".",".","."
"","102
014","22","3.136","9.1","31.8","40.9","13.6","4.5",".",".",".",".",".",".",".",".",".",".","."
"","102
015","15","2.625","6.7","6.7","20.0","26.7","13.3","6.7",".","13.3",".",".",".",".","6.7",".",".","."
"","102
016","8","2.375",".","25.0","25.0","25.0",".","12.5","12.5",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","287","2.979","12.9","23.0","33.1","13.9","11.5","2.4","1.0","1.0",".",".",".",".","1.0",".",".","."
"","001
203","24","3.042","8.3","37.5","25.0","12.5","16.7",".",".",".",".",".",".",".",".",".",".","."
"","203
002","23","3.304","30.4","13.0","47.8","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
004","21","3.167","23.8","28.6","23.8","4.8","19.0",".",".",".",".",".",".",".",".",".",".","."
"","203
005","23","3.435","34.8","34.8","21.7",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","203
006","23","3.217","17.4","30.4","39.1","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","203
007","23","3.674","47.8","39.1","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
203","22","3.350","18.2","27.3","45.5",".",".",".",".","4.5",".",".",".",".","4.5",".",".","."
"","203
009","24","3.326","20.8","29.2","37.5","8.3",".",".",".","4.2",".",".",".",".",".",".",".","."
"","203
010","24","3.458","45.8","20.8","20.8","4.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"","203
011","21","3.286","38.1","9.5","47.6",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"","012
203","24","3.250","29.2","16.7","33.3","16.7","4.2",".",".",".",".",".",".",".",".",".",".","."
"","013
203","24","3.313","29.2","37.5","25.0",".","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"","014
203","23","3.435","47.8","21.7","17.4","4.3","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","203
015","23","3.326","17.4","30.4","52.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
016","24","3.229","20.8","33.3","29.2","4.2","12.5",".",".",".",".",".",".",".",".",".",".","."
"","203
017","23","3.413","21.7","39.1","39.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
018","24","3.375","45.8","25.0","16.7",".","8.3",".","4.2",".",".",".",".",".",".",".",".","."
"","019
203","24","3.396","29.2","29.2","37.5",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
020","24","3.375","41.7","16.7","37.5",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"","203
021","22","3.545","45.5","27.3","22.7",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","203
022","24","3.271","25.0","25.0","37.5","4.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"","203
024","22","3.432","31.8","31.8","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","203
025","23","3.435","30.4","34.8","30.4",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","027
203","19","2.974","21.1","21.1","21.1","15.8","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","551","3.337","30.1","27.6","31.2","3.8","5.6","0.4","0.7","0.4",".",".",".",".","0.2",".",".","."
"","204
001","23","3.217","30.4","17.4","30.4","8.7","13.0",".",".",".",".",".",".",".",".",".",".","."
"","204
002","20","3.474","45.0","10.0","30.0","10.0",".",".",".","5.0",".",".",".",".",".",".",".","."
"","204
004","23","3.370","30.4","26.1","34.8","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
005","24","3.354","25.0","33.3","33.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
006","23","3.522","39.1","34.8","21.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"February 03, 2015","","","","","","","","","","","","","","","","","","Page 305 of 403",""
