"ALS","","","","","","","","","","","","","","","","","","","","",""
"LIFE SCIENCES COMMUNICATIO Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","","",""
"L SC COM
Dept. Total
120","590","3.630","54.2","24.2","13.2","2.5","2.2","0.5","0.2","2.4","",".","0.2","",".","",".","0.3",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","161","3.718","60.9","29.8","5.0","2.5",".","0.6","0.6",".","",".",".","",".","",".","0.6",".",".","."
"Sophomore","69","3.486","49.3","18.8","20.3","2.9","8.7",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","103","3.621","56.3","18.4","19.4","4.9","1.0",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","220","3.599","51.8","27.3","15.0","1.8","2.7","0.9",".",".","",".",".","",".","",".","0.5",".",".","."
"Undergraduates","553","3.623","55.0","25.3","13.6","2.7","2.4","0.5","0.2",".","",".",".","",".","",".","0.4",".",".","."
"Graduate","37","3.792","43.2","8.1","8.1",".",".",".",".","37.8","",".","2.7","",".","",".",".",".",".","."
"Dept. Total","590","3.630","54.2","24.2","13.2","2.5","2.2","0.5","0.2","2.4","",".","0.2","",".","",".","0.3",".",".","."
