"","990
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
051","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
052","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","59","",".",".",".",".",".",".",".","69.5","3.4",".",".","27.1",".",".",".","."
"SPANISH
912","Dept. Total","3224","3.418","40.0","23.9","23.7","4.5","3.9","0.7","0.6","1.7","0.1",".",".","0.5","0.1","0.2","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1037","3.322","29.1","28.4","30.0","6.0","5.1","0.6","0.5",".",".",".",".",".","0.3",".",".","0.1"
"Sophomore","","727","3.443","40.2","26.0","24.8","4.7","2.9","0.4","0.7","0.3",".",".",".",".",".","0.1",".","."
"Junior","","572","3.449","42.8","24.1","23.8","3.0","3.7","1.4","0.2","0.3",".",".",".",".","0.2",".",".","0.5"
"Senior","","708","3.483","51.6","18.4","18.1","4.2","4.1","0.8","1.3","0.7",".",".",".",".",".","0.6","0.3","."
"Undergraduates","","3044","3.406","39.6","24.7","24.8","4.7","4.1","0.8","0.7","0.3",".",".",".",".","0.1","0.2","0.1","0.1"
"Special","","21","3.464","38.1","19.0","9.5",".","9.5",".",".","19.0",".",".",".",".",".",".","4.8","."
"Graduate","","158","3.848","48.7","9.5","3.2","0.6",".",".",".","26.6","1.3",".",".","10.1",".",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3224","3.418","40.0","23.9","23.7","4.5","3.9","0.7","0.6","1.7","0.1",".",".","0.5","0.1","0.2","0.1","0.1"
