"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","",""
"PATHO-BIOLOGICAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","",""
"150
Topics & Careers in Vet Sci","001","26","3.942","96.2",".",".","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"210
HIV: Sex, Society and Science","001","50","3.350","48.0","6.0","30.0",".","16.0",".",".",".",".",".",".",".",".",".",".","."
"510
Veterinary Immunology","001","84","3.435","25.0","46.4","20.2","7.1","1.2",".",".",".",".",".",".",".",".",".",".","."
"512
Intro-Veterinary Epidemolgy","001","84","3.583","56.0","15.5","22.6","1.2","4.8",".",".",".",".",".",".",".",".",".",".","."
"513
Veterinary Virology","001","85","3.747","63.5","22.4","14.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"517
Veterinary Bact & Mycology","001","84","3.571","47.6","25.0","22.6","3.6","1.2",".",".",".",".",".",".",".",".",".",".","."
"525
Active, Integrated Learning I","001","84","4.000","79.8",".",".",".",".",".",".","20.2",".",".",".",".",".",".",".","."
"528
Immunology","001","9","3.167","44.4","11.1","22.2",".","11.1","11.1",".",".",".",".",".",".",".",".",".","."
"559
Veterinary General Path","002","84","3.905","84.5","11.9","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"560
Veterinary Systemic Path I","002","84","3.607","48.8","28.6","19.0","2.4","1.2",".",".",".",".",".",".",".",".",".",".","."
"660
Vet Necropsy Rotation","001","29","4.000","58.6",".",".",".",".",".",".","41.4",".",".",".",".",".",".",".","."
"675","001","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"675","003","163","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Special Topics","Course Total","174","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"699","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"699","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","22","4.000","22.7",".",".",".",".",".",".","77.3",".",".",".",".",".",".",".","."
"720
Adv Immunology: Crit Thinking","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"775","001","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"775","002","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"775","003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"775","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","28","",".",".",".",".",".",".",".","96.4",".",".",".",".",".",".","3.6","."
"920
Thesis Research Seminar","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"930","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","011","11","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Seminar","Course Total","13","3.708","53.8","23.1","15.4",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"990","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
