"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2633","3.545","50.2","25.6","13.1","5.1","2.8","0.9","0.4","1.3","0.0",".",".","0.1","0.5",".",".","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","87","3.439","52.9","21.8","17.2","1.1","4.6",".","1.1",".",".",".",".",".","1.1",".",".","."
"Sophomore","","365","3.428","47.9","22.7","17.0","5.5","4.7","1.4","0.5",".",".",".",".",".","0.3",".",".","."
"Junior","","786","3.569","49.7","28.2","14.2","3.4","2.0","1.0","0.3","0.1",".",".",".",".","0.8",".",".","0.1"
"Senior","","1214","3.534","48.8","27.3","12.4","6.8","3.0","0.8","0.4","0.4",".",".",".",".","0.2",".",".","."
"Undergraduates","","2452","3.528","49.1","26.8","13.8","5.3","3.0","0.9","0.4","0.2",".",".",".",".","0.4",".",".","0.0"
"Special","","38","3.624","50.0","18.4","10.5","7.9","2.6",".",".","7.9",".",".",".",".","2.6",".",".","."
"Graduate","","137","3.939","68.6","8.8","0.7",".",".",".",".","17.5","0.7",".",".","2.2","1.5",".",".","."
"Prof Yr 4","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","2633","3.545","50.2","25.6","13.1","5.1","2.8","0.9","0.4","1.3","0.0",".",".","0.1","0.5",".",".","0.0"
