"","990
055","1","***","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
057","3","***","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
063","1","***","","","","","","","","","",".",".",".","",".","",".",".","."
"Research and Thesis","Course Total","7","",".",".",".",".",".",".",".","100.0",".",".",".","",".","",".",".",".","."
"ANATOMY
144","Dept. Total","1210","3.047","32.5","12.5","15.4","7.2","9.6","5.0","2.4","15.3","0.1",".",".","",".","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","148","2.206","8.8","9.5","21.6","10.1","21.6","18.9","9.5",".",".",".",".","",".","",".",".",".","."
"Junior","","269","2.900","27.5","15.6","23.8","11.5","13.0","5.6","3.0",".",".",".",".","",".","",".",".",".","."
"Senior","","486","3.216","45.3","14.8","17.7","7.8","9.5","3.5","1.4",".",".",".",".","",".","",".",".",".","."
"Undergraduates","","903","2.937","34.0","14.2","20.2","9.3","12.5","6.6","3.2",".",".",".",".","",".","",".",".",".","."
"Special","","35","3.533","57.1","17.1","11.4","8.6","5.7",".",".",".",".",".",".","",".","",".",".",".","."
"Graduate","","42","3.811","54.8","19.0",".",".","2.4",".",".","19.0","2.4",".",".","",".","",".",".","2.4","."
"Prof Yr 1","","215","3.885","14.0","4.2",".",".",".",".",".","81.9",".",".",".","",".","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"Prof Yr 4","","13","4.000","84.6",".",".",".",".",".",".","7.7",".",".",".","",".","",".",".","7.7","."
"Professionals","","230","3.920","18.7","3.9",".",".",".",".",".","77.0",".",".",".","",".","",".",".","0.4","."
"","Dept. Total","1210","3.047","32.5","12.5","15.4","7.2","9.6","5.0","2.4","15.3","0.1",".",".","",".","",".",".","0.2","."
