"ALS","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY
132","Dept. Total","296","3.361","38.2","17.2","20.3","3.4","6.1","",".","0.7","4.1","",".",".","",".","8.8","1.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","36","2.934","8.3","16.7","44.4","16.7","13.9","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","46","3.207","30.4","26.1","30.4","4.3","4.3","",".","4.3",".","",".",".","",".",".",".",".",".","."
"Junior","","51","3.388","49.0","9.8","29.4","2.0","7.8","",".",".",".","",".",".","",".",".","2.0",".",".","."
"Senior","","98","3.565","53.1","23.5","15.3","1.0","5.1","",".",".",".","",".",".","",".",".","2.0",".",".","."
"Undergraduates","","231","3.338","40.7","19.9","26.0","4.3","6.9","",".","0.9",".","",".",".","",".",".","1.3",".",".","."
"Special","","1","2.000",".",".",".",".","100.0","",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","64","3.759","29.7","7.8",".",".","1.6","",".",".","18.8","",".",".","",".","40.6","1.6",".",".","."
"","Dept. Total","296","3.361","38.2","17.2","20.3","3.4","6.1","",".","0.7","4.1","",".",".","",".","8.8","1.4",".",".","."
