"","990
097","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
101","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
134","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","110","",".",".",".",".",".",".",".","63.6",".",".",".","36.4",".",".",".","."
"PHYSICS
754","Dept. Total","3420","3.142","28.0","20.8","20.4","14.9","10.0","1.2","0.8","2.2",".","0.0",".","1.3","0.2","0.1","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","136","3.162","29.4","22.8","22.8","14.7","6.6","2.2","0.7",".",".",".",".",".","0.7",".",".","."
"Sophomore","","669","3.007","22.9","21.1","20.5","20.0","12.4","1.9","1.0",".",".",".",".",".",".","0.1",".","."
"Junior","","1308","3.128","26.0","21.8","22.3","16.8","11.5","0.8","0.5","0.1",".",".",".",".","0.2",".",".","."
"Senior","","934","3.186","32.0","19.6","22.4","13.7","9.4","1.0","1.1",".",".","0.1",".","0.4","0.1","0.1","0.1","."
"Undergraduates","","3047","3.119","27.3","21.0","22.0","16.5","10.9","1.2","0.8","0.0",".","0.0",".","0.1","0.1","0.1","0.0","."
"Special","","47","3.305","36.2","27.7","10.6","8.5","6.4","4.3",".","6.4",".",".",".",".",".",".",".","."
"Graduate","","324","3.578","33.6","17.9","7.7","1.2","2.2","0.6","0.6","22.2",".",".",".","12.3","0.9","0.6",".","."
"Prof Yr 2","","1","2.000",".",".",".",".","100.0",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","3.000","50.0",".",".",".","50.0",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3420","3.142","28.0","20.8","20.4","14.9","10.0","1.2","0.8","2.2",".","0.0",".","1.3","0.2","0.1","0.0","."
