"EDU","","","","","","","","","","","","","","","","","","",""
"ED LEADERSHP & POLICY ANAL Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","",""
"ELPA
Dept. Total
305","541","3.909","70.2","9.8","2.0","0.6","0.2","0.2","0.2","9.1","0.2",".","",".","1.5","5.7","0.4",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","",""
"Sophomore","15","3.233","46.7","6.7","26.7","13.3",".",".","6.7",".",".",".","",".",".",".",".",".","."
"Junior","4","3.125","50.0",".",".","25.0","25.0",".",".",".",".",".","",".",".",".",".",".","."
"Senior","10","3.553","40.0","30.0","10.0",".",".","10.0",".",".",".",".","",".",".","10.0",".",".","."
"Undergraduates","29","3.382","44.8","13.8","17.2","10.3","3.4","3.4","3.4",".",".",".","",".",".","3.4",".",".","."
"Special","19","3.941","78.9","10.5",".",".",".",".",".","5.3",".",".","",".",".","5.3",".",".","."
"Graduate","483","3.923","70.6","9.7","1.2",".",".",".",".","9.9","0.2",".","",".","1.7","5.6","0.4","0.6","."
"Prof Yr 2","3","4.000","66.7",".",".",".",".",".",".",".",".",".","",".",".","33.3",".",".","."
"Prof Yr 3","10","4.000","90.0",".",".",".",".",".",".",".",".",".","",".",".","10.0",".",".","."
"Professionals","13","4.000","84.6",".",".",".",".",".",".",".",".",".","",".",".","15.4",".",".","."
"Dept. Total","544","3.909","69.9","9.7","2.0","0.6","0.2","0.2","0.2","9.0","0.2",".","",".","1.5","5.7","0.4","0.6","."
