"","999
010","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
015","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
053","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"INTER-HE
498","Dept. Total","269","3.695","57.6","24.5","12.3","1.5","1.5","",".","0.4","1.1","",".",".","",".","0.7","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","27","3.438","44.4","22.2","22.2",".","11.1","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","68","3.679","51.5","33.8","10.3","4.4",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","141","3.721","59.6","25.5","12.1","0.7","0.7","",".","0.7",".","",".",".","",".",".","0.7",".",".","."
"Undergraduates","","236","3.678","55.5","27.5","12.7","1.7","1.7","",".","0.4",".","",".",".","",".",".","0.4",".",".","."
"Special","","4","3.500","50.0",".","50.0",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","29","3.954","75.9","3.4","3.4",".",".","",".",".","10.3","",".",".","",".","6.9",".",".",".","."
"","Dept. Total","269","3.695","57.6","24.5","12.3","1.5","1.5","",".","0.4","1.1","",".",".","",".","0.7","0.4",".",".","."
