"","990
262","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
299","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","51","",".",".",".",".",".",".",".","62.7",".",".",".","37.3",".",".",".","."
"Statistical Consulting","998
001","14","3.625","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".","42.9",".",".","."
"STAT
932","Dept. Total","2800","3.242","37.3","19.4","19.9","8.3","8.2","2.4","1.7","1.3",".",".",".","0.9","0.5","0.0","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","",""
"Freshmen","","48","3.219","45.8","10.4","18.8","8.3","12.5",".","4.2",".",".",".",".",".",".",".",".","."
"Sophomore","","429","3.063","30.5","17.2","21.2","14.7","9.3","3.3","3.3",".",".",".",".",".","0.2",".",".","0.2"
"Junior","","869","3.130","31.8","18.3","22.7","11.2","10.7","3.1","1.7",".",".",".",".","0.1","0.3",".","0.1","."
"Senior","","758","3.162","33.2","21.5","21.0","7.8","10.0","3.3","2.1",".",".",".",".","0.8","0.3",".",".","."
"Undergraduates","","2104","3.130","32.4","19.1","21.7","10.6","10.2","3.1","2.2",".",".",".",".","0.3","0.3",".","0.0","0.0"
"Special","","201","3.637","65.7","16.4","12.9","3.0","0.5","0.5",".","0.5",".",".",".",".",".","0.5",".","."
"Graduate","","491","3.625","46.8","21.6","15.3","0.6","2.9","0.2",".","7.3",".",".",".","3.9","1.4",".",".","."
"Prof Yr 3","","2","3.714","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","4","3.731","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","2800","3.242","37.3","19.4","19.9","8.3","8.2","2.4","1.7","1.3",".",".",".","0.9","0.5","0.0","0.0","0.0"
