"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","101
001","19","2.789","21.1","10.5","31.6","10.5","15.8","5.3","5.3",".",".",".",".",".",".",".",".","."
"","002
101","27","2.722","25.9",".","33.3","11.1","14.8","11.1","3.7",".",".",".",".",".",".",".",".","."
"","101
003","22","2.909","31.8","4.5","31.8","4.5","13.6","13.6",".",".",".",".",".",".",".",".",".","."
"","005
101","30","2.950","26.7","6.7","33.3","3.3","26.7","3.3",".",".",".",".",".",".",".",".",".","."
"Intermediate Algebra","Course Total","98","2.847","26.5","5.1","32.7","7.1","18.4","8.2","2.0",".",".",".",".",".",".",".",".","."
"","001
112","19","3.026","31.6","10.5","26.3","5.3","21.1","5.3",".",".",".",".",".",".",".",".",".","."
"","002
112","22","2.955","27.3","13.6","22.7","13.6","13.6","9.1",".",".",".",".",".",".",".",".",".","."
"","003
112","19","2.763","21.1",".","31.6","15.8","26.3","5.3",".",".",".",".",".",".",".",".",".","."
"","112
004","23","2.500","13.0","13.0","21.7","8.7","26.1","13.0","4.3",".",".",".",".",".",".",".",".","."
"","005
112","30","2.617","20.0","20.0","20.0","3.3","10.0","23.3","3.3",".",".",".",".",".",".",".",".","."
"","112
006","23","2.957","26.1","17.4","21.7","8.7","17.4","8.7",".",".",".",".",".",".",".",".",".","."
"","112
007","20","2.400","15.0","10.0","10.0","30.0","10.0","20.0","5.0",".",".",".",".",".",".",".",".","."
"","112
008","17","2.706","29.4","11.8","11.8","11.8","17.6","11.8","5.9",".",".",".",".",".",".",".",".","."
"","112
009","21","3.000","28.6","19.0","23.8","9.5","9.5","4.8","4.8",".",".",".",".",".",".",".",".","."
"","112
010","21","2.619","9.5","23.8","19.0","14.3","14.3","19.0",".",".",".",".",".",".",".",".",".","."
"","011
112","24","2.792","29.2","12.5","16.7","4.2","20.8","16.7",".",".",".",".",".",".",".",".",".","."
"","012
112","22","2.773","13.6","22.7","31.8","4.5","9.1","18.2",".",".",".",".",".",".",".",".",".","."
"","112
013","20","3.025","30.0","25.0","10.0","10.0","15.0","10.0",".",".",".",".",".",".",".",".",".","."
"","112
014","20","2.650","10.0","10.0","20.0","30.0","25.0","5.0",".",".",".",".",".",".",".",".",".","."
"","112
015","19","3.105","15.8","26.3","31.6","15.8","10.5",".",".",".",".",".",".",".",".",".",".","."
"","112
016","23","2.750","13.0","4.3","26.1","26.1","26.1",".",".",".",".",".",".",".",".","4.3",".","."
"","017
112","24","2.326","8.3","4.2","29.2","8.3","29.2","8.3","8.3",".",".",".",".",".",".","4.2",".","."
"","112
019","21","2.524","28.6","9.5","4.8","9.5","23.8","19.0","4.8",".",".",".",".",".",".",".",".","."
"","112
020","22","2.318","13.6","4.5","27.3","13.6","18.2","9.1","13.6",".",".",".",".",".",".",".",".","."
"","112
021","22","2.386","13.6","9.1","22.7","22.7","9.1","9.1","13.6",".",".",".",".",".",".",".",".","."
"","112
022","21","2.738","19.0","4.8","28.6","9.5","33.3","4.8",".",".",".",".",".",".",".",".",".","."
"","023
112","21","2.405","14.3","4.8","23.8","9.5","28.6","14.3","4.8",".",".",".",".",".",".",".",".","."
"","112
024","17","2.206","17.6","11.8","5.9","5.9","35.3","5.9","17.6",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","491","2.674","19.3","12.6","21.4","12.4","19.3","10.8","3.7",".",".",".",".",".",".","0.4",".","."
"","113
001","57","3.000","19.3","19.3","19.3","22.8","17.5",".",".",".",".",".",".",".",".","1.8",".","."
"","113
002","39","2.936","20.5","17.9","23.1","20.5","12.8","2.6","2.6",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","96","2.974","19.8","18.8","20.8","21.9","15.6","1.0","1.0",".",".",".",".",".",".","1.0",".","."
"","001
114","223","2.888","24.2","13.0","31.4","7.6","12.1","9.0","2.7",".",".",".",".",".",".",".",".","."
"","114
002","180","2.623","15.6","8.9","30.0","8.3","22.8","11.1","2.8",".",".",".",".",".","0.6",".",".","."
"Algebra and Trigonometry","Course Total","403","2.770","20.3","11.2","30.8","7.9","16.9","9.9","2.7",".",".",".",".",".","0.2",".",".","."
"","130
001","15","3.267","40.0","13.3","20.0","13.3","13.3",".",".",".",".",".",".",".",".",".",".","."
"","002
130","17","3.206","52.9","5.9","5.9","11.8","17.6","5.9",".",".",".",".",".",".",".",".",".","."
"","003
130","18","2.972","22.2","5.6","38.9","11.1","22.2",".",".",".",".",".",".",".",".",".",".","."
"Math for","Course Total","50","3.140","38.0","8.0","22.0","12.0","18.0","2.0",".",".",".",".",".",".",".",".",".","."
"","001
131","21","2.857","33.3","9.5","23.8","9.5","9.5","4.8","9.5",".",".",".",".",".",".",".",".","."
"","131
002","16","3.688","68.8","12.5","6.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Math for Tchng:","Course Total","37","3.216","48.6","10.8","16.2","10.8","5.4","2.7","5.4",".",".",".",".",".",".",".",".","."
"","132
001","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
132","11","3.091","27.3","9.1","45.5","9.1",".","9.1",".",".",".",".",".",".",".",".",".","."
"Prob Solvng: Alg, Prob & Stats","Course Total","18","3.250","27.8","22.2","38.9","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
