"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GREEK (CLASSICS)","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","",""
"","103
001","","10","3.111","30.0","10.0","20.0","10.0","20.0",".",".","10.0",".",".",".",".",".",".",".","."
"","103
002","","6","3.900","66.7","16.7",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"First Semester Greek","Course Total","","16","3.393","43.8","12.5","12.5","6.3","12.5",".",".","6.3",".",".",".",".","6.3",".",".","."
"First Semester Greek","303
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Greek","305
001","","10","3.333","20.0","30.0","30.0","10.0",".",".",".",".",".",".",".",".","10.0",".",".","."
"Greek Drama","401
001","","13","3.885","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem Prose Composition","505
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","890
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","890
021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","890
022","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research Thesis","Course Total","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Seminar-History","001
930","","9","3.611","33.3","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"GREEK
428","Dept. Total","","60","3.572","45.0","20.0","13.3","3.3","3.3",".",".","11.7",".",".",".",".","3.3",".",".","."
