"SENIOR MEDICAL PROGRAM","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","",""
"","931
042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","931
043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Psychiatry","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Extramur Elect-Radiology","932
043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","934
007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","934
041","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Extramur Elect-Surgery","Course Total","","8","3.933","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","936
041","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","936
043","","12","3.727","50.0","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","8.3","."
"Extramur Elec-Emergency Med","Course Total","","17","3.719","52.9","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".","5.9","."
"TRIUMPH II: Milwaukee","953
010","","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"TRIUMPH III: Leadership","955
044","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"SR MED
882","Dept. Total","","132","3.660","50.0","17.4","13.6","0.8",".",".",".","16.7",".",".",".",".",".",".","1.5","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","","2","3.214",".","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","","39","3.327","12.8","20.5","33.3",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Prof Yr 4","","","91","3.843","67.0","15.4","4.4","1.1",".",".",".","9.9",".",".",".",".",".",".","2.2","."
"Professionals","","","132","3.660","50.0","17.4","13.6","0.8",".",".",".","16.7",".",".",".",".",".",".","1.5","."
"","Dept. Total","","132","3.660","50.0","17.4","13.6","0.8",".",".",".","16.7",".",".",".",".",".",".","1.5","."
