"","922
010","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","922
011","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Radiation Oncology-CSC","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","","","","",""
"Rsch in Human Cancer Bio","990
004","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"H ONCOL
480","Dept. Total","","21","3.860","61.9","",".","14.3",".","",".","",".","",".","4.8","",".",".","",".","",".","",".",".","19.0","."
"Summary by Level","","#","","Ave","A","AB","","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","4.000","100.0","",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","5","4.000","60.0","",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","40.0","."
"Senior","","","10","4.000","80.0","",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","20.0","."
"Undergraduates","","","17","4.000","76.5","",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","23.5","."
"Graduate","","","1","",".","",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","3","3.000",".","",".","100.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","3","3.000",".","",".","100.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","21","3.860","61.9","",".","14.3",".","",".","",".","",".","4.8","",".",".","",".","",".","",".",".","19.0","."
