"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","358","2.990","23.2","10.1","39.4","5.9","17.6","3.1","0.8",".",".",".",".",".",".",".",".","."
"","103
002","358","2.951","24.0","15.1","29.6","6.4","17.9","5.6","1.4",".",".",".",".",".",".",".",".","."
"","103
003","354","2.996","24.6","16.4","29.9","10.5","12.4","3.1","3.1",".",".",".",".",".",".",".",".","."
"","004
103","370","2.939","26.2","13.5","24.3","12.2","16.2","5.9","1.6",".",".",".",".",".",".",".",".","."
"","103
005","365","3.008","23.6","13.4","34.0","9.0","16.2","2.7","1.1",".",".",".",".",".",".",".",".","."
"","103
006","367","2.977","27.8","11.7","28.1","9.8","14.2","7.6","0.5",".",".",".",".",".",".",".","0.3","."
"General Chemistry I","Course Total","2172","2.977","24.9","13.4","30.8","9.0","15.7","4.7","1.4",".",".",".",".",".",".",".","0.0","."
"","001
104","334","2.884","22.5","9.0","31.7","11.7","18.9","4.2","1.8",".",".",".",".",".","0.3",".",".","."
"","002
104","223","2.885","22.4","7.6","34.5","6.3","24.7","2.2","1.8",".",".",".",".",".",".",".","0.4","."
"General Chemistry II","Course Total","557","2.885","22.4","8.4","32.9","9.5","21.2","3.4","1.8",".",".",".",".",".","0.2",".","0.2","."
"Chemistry in Our World","108
001","256","2.766","8.2","19.1","26.6","22.3","17.6","6.3",".",".",".",".",".",".",".",".",".","."
"","109
001","345","3.315","32.2","26.7","20.9","11.6","7.8","0.3",".","0.6",".",".",".",".",".",".",".","."
"","002
109","351","3.292","32.2","21.7","28.2","10.5","5.1","0.6","0.9",".","0.3",".",".",".","0.6",".",".","."
"","109
003","79","3.386","30.4","36.7","22.8","5.1","2.5","2.5",".",".",".",".",".",".",".",".",".","."
"Advanced General Chemistry","Course Total","775","3.312","32.0","25.4","24.4","10.5","6.1","0.6","0.4","0.3","0.1",".",".",".","0.3",".",".","."
"Chemical Principles I","001
115","34","3.706","52.9","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","260
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","260
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Entering Research I","Course Total","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
060","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
073","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
112","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","17","3.984","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","311
001","52","2.702","9.6","17.3","23.1","19.2","23.1","7.7",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","327
001","90","3.206","26.7","30.0","17.8","13.3","10.0","2.2",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","329
001","94","3.202","35.1","14.9","29.8","8.5","7.4","2.1","2.1",".",".",".",".",".",".",".",".","."
"Elementary Organic Chemistry","341
001","104","2.824","25.0","2.9","31.7","4.8","27.9","3.8","1.9","1.0",".",".",".",".","1.0",".",".","."
"","342
001","15","3.000","20.0","20.0","40.0","6.7","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"","342
002","11","3.500","36.4","36.4","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Organic Chem Lab","Course Total","26","3.212","26.9","26.9","30.8","7.7","3.8",".","3.8",".",".",".",".",".",".",".",".","."
"","343
001","330","2.784","21.5","7.3","30.9","8.5","23.6","4.8","3.0",".",".",".",".",".","0.3",".",".","."
"February 03, 2015","","","","","","","","","","","","","","","","","","Page 176 of 403",""
