"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"FOLKLORE PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","",""
"Introduction to Folklore","100
001","104","3.304","15.4","42.3","31.7","3.8","4.8",".",".",".",".",".",".",".",".","1.9",".","."
"Intro-Mus Cult of the World","103
001","57","3.553","59.6","24.6","5.3","5.3",".","1.8","3.5",".",".",".",".",".",".",".",".","."
"The African Storyteller","210
001","45","3.337","42.2","22.2","15.6","6.7","4.4",".","4.4",".",".",".",".",".",".",".","4.4","."
"Hero&Trickster-Oral Traditn","270
001","9","3.500","44.4","22.2","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Javanese Performance","321
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Shamanism","352
001","43","3.453","32.6","25.6","41.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dir Stdy-Folklore Undergrad","399
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Celtic-Scand Cultrl Interrelat","446
001","12","3.708","41.7","58.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Folk Epics","460
001","22","3.750","63.6","13.6","9.1","4.5",".",".",".",".",".",".",".",".","9.1",".",".","."
"Feminism and Folklore","001
468","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Public Folklore","491
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"The Scottish Tradition","518
001","18","3.867","61.1","22.2",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"","530
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","530
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Folklore","Course Total","4","***","","","","","","","","","","","","","","","",""
"Independ Stdy-Folklore Grad","699
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"FOLKLORE
380","Dept. Total","332","3.479","41.0","28.9","19.6","3.6","2.1","0.6","1.2",".",".",".",".",".","1.8","0.6","0.6","."
