"Seminar-Biblical Studies","951
001","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
012","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
021","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","",""
"HEBR ST
440","Dept. Total","105","3.726","64.8","15.2","11.4","1.9","1.9","",".","",".","4.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"440
HEBR ST","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","23","3.677","60.9","17.4","17.4","4.3",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","17","3.908","88.2","5.9","5.9",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","17","3.571","52.9","29.4","5.9","5.9","5.9","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","17","3.806","70.6","17.6","11.8",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","74","3.738","67.6","17.6","10.8","2.7","1.4","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","31","3.677","58.1","9.7","12.9",".","3.2","",".","",".","16.1","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","105","3.726","64.8","15.2","11.4","1.9","1.9","",".","",".","4.8","",".",".","",".","",".","",".",".",".","."
