"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Pre-calc&Calc-Mid Schl Teachrs","136
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","141
001","68","3.341","42.6","16.2","22.1","5.9","7.4","1.5","1.5",".",".",".",".",".","1.5",".",".","1.5"
"","171
001","269","2.938","24.5","17.1","19.3","19.7","9.3","7.8","1.5",".","0.4",".",".",".","0.4",".",".","."
"","002
171","256","2.809","17.2","13.7","30.5","16.8","12.5","5.9","3.5",".",".",".",".",".",".",".",".","."
"Calc with Algebra & Trig I","Course Total","525","2.875","21.0","15.4","24.8","18.3","10.9","6.9","2.5",".","0.2",".",".",".","0.2",".",".","."
"","211
001","222","2.655","14.4","16.2","26.6","13.1","14.0","10.8","5.0",".",".",".",".",".",".",".",".","."
"","211
002","192","3.049","24.0","21.9","28.6","10.9","6.8","5.7","2.1",".",".",".",".",".",".",".",".","."
"Calculus","Course Total","414","2.838","18.8","18.8","27.5","12.1","10.6","8.5","3.6",".",".",".",".",".",".",".",".","."
"Calc/Intro-Differntl Equats","213
001","224","3.054","30.4","17.0","20.1","13.4","12.9","4.9","1.3",".",".",".",".",".",".",".",".","."
"","221
001","293","2.851","21.8","12.6","29.0","8.9","18.4","5.5","3.1","0.3",".",".",".",".",".","0.3",".","."
"","221
002","230","2.737","23.0","9.1","26.1","10.4","19.1","7.0","5.2",".",".",".",".",".",".",".",".","."
"","221
004","180","3.047","30.6","13.3","27.2","9.4","13.3","3.9","2.2",".",".",".",".",".",".",".",".","."
"","006
221","256","2.842","26.2","10.2","23.8","12.1","18.0","6.3","3.5",".",".",".",".",".",".",".",".","."
"","221
010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","221
011","72","2.896","18.1","18.1","30.6","11.1","16.7","1.4","4.2",".",".",".",".",".",".",".",".","."
"","012
221","66","2.795","18.2","24.2","12.1","22.7","7.6","13.6","1.5",".",".",".",".",".",".",".",".","."
"","013
221","71","2.317","16.9","12.7","12.7","19.7","9.9","12.7","15.5",".",".",".",".",".",".",".",".","."
"","014
221","71","2.900","22.5","8.5","31.0","14.1","16.9","4.2","1.4",".",".",".",".",".",".",".",".","1.4"
"","221
015","73","2.884","28.8","8.2","24.7","9.6","20.5","5.5","2.7",".",".",".",".",".",".",".",".","."
"","016
221","72","2.479","11.1","16.7","18.1","20.8","12.5","13.9","6.9",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 1","Course Total","1388","2.811","23.1","12.2","25.1","12.0","16.5","6.6","4.1","0.1",".",".",".",".",".","0.1",".","0.1"
"","001
222","238","2.916","17.6","18.9","35.3","6.3","13.9","4.2","3.4",".","0.4",".",".",".",".",".",".","."
"","002
222","207","2.722","24.2","9.2","19.8","13.5","18.8","12.6","1.9",".",".",".",".",".",".",".",".","."
"","003
222","243","2.790","12.3","16.9","39.5","7.8","14.8","2.9","5.8",".",".",".",".",".",".",".",".","."
"","004
222","229","2.869","27.9","7.0","24.9","13.1","17.5","8.3","1.3",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 2","Course Total","917","2.827","20.3","13.2","30.3","10.0","16.1","6.8","3.2",".","0.1",".",".",".",".",".",".","."
"","228
003","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
006","16","3.500","18.8","62.5","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
228","16","3.781","56.3","43.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
011","7","3.571","57.1","14.3","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","041
228","16","3.625","62.5","25.0","6.3",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"","228
048","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
051","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES Calculus Supplement","Course Total","97","3.737","60.8","30.9","6.2","1.0",".","1.0",".",".",".",".",".",".",".",".",".","."
"","234
001","266","2.375","21.1","5.3","16.2","10.2","21.8","16.5","8.6","0.4",".",".",".",".",".",".",".","."
"","002
234","227","2.222","14.5","9.3","11.5","14.5","21.6","15.9","11.9",".","0.9",".",".",".",".",".",".","."
"","234
003","253","2.960","27.7","13.0","24.1","13.8","13.8","5.1","2.4",".",".",".",".",".",".",".",".","."
"","234
004","191","2.673","19.4","9.9","25.7","14.7","13.6","14.1","2.6",".",".",".",".",".",".",".",".","."
"","234
005","202","2.856","26.7","11.4","22.8","10.4","20.3","2.5","5.4",".",".",".",".",".",".","0.5",".","."
"Calc--Functns of Variables","Course Total","1139","2.611","21.9","9.7","19.8","12.6","18.3","11.0","6.3","0.1","0.2",".",".",".",".","0.1",".","."
"","002
240","42","3.321","33.3","21.4","35.7","4.8","2.4",".","2.4",".",".",".",".",".",".",".",".","."
"","240
003","40","3.513","47.5","20.0","27.5",".",".",".","2.5","2.5",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","82","3.414","40.2","20.7","31.7","2.4","1.2",".","2.4","1.2",".",".",".",".",".",".",".","."
"Topics in Calculus I","275
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
