"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Where Science Meets Society","201
001","","20","3.526","30.0","40.0","25.0",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".","5.0","."
"Current Topics-Sci & Tech St","902
001","","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"STS
875","Dept. Total","","24","3.526","25.0","33.3","20.8",".","",".","",".","",".","",".","",".","16.7","",".","",".","",".",".","4.2","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","3.250",".","50.0","50.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","6","3.667","33.3","66.7",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","11","3.500","36.4","27.3","36.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","19","3.526","31.6","42.1","26.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","",".",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","100.0","."
"Graduate","","","4","",".",".",".",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"","Dept. Total","","24","3.526","25.0","33.3","20.8",".","",".","",".","",".","",".","",".","16.7","",".","",".","",".",".","4.2","."
