"","999
077","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","080
999","6","3.885","83.3","16.7",".",".",".",".",".",".",".","",".",".",".",".",".",".","."
"","999
092","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","48","3.942","72.9","6.3",".",".",".",".",".","14.6","",".",".",".",".","6.3",".",".","."
"E C E
320","Dept. Total","2879","3.330","40.8","16.6","17.9","6.6","5.0","1.4","1.1","6.5","",".","0.9",".","2.7","0.5",".","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","47","3.032","42.6","14.9","4.3","21.3","4.3","6.4","6.4",".","",".",".",".",".",".",".",".","."
"Sophomore","","176","3.574","66.5","10.8","11.4","4.0","5.1","1.7","0.6",".","",".",".",".",".",".",".",".","."
"Junior","","683","3.220","47.4","13.6","20.4","7.3","6.6","2.5","2.0",".","",".",".",".",".","0.1",".",".","."
"Senior","","1164","3.252","37.4","21.0","23.2","9.3","6.5","1.4","0.9","0.1","",".",".",".",".","0.3",".",".","."
"Undergraduates","","2070","3.259","43.3","17.5","20.8","8.5","6.4","1.9","1.4","0.0","",".",".",".",".","0.2",".",".","."
"Special","","49","3.287","38.8","18.4","28.6","4.1","4.1",".","4.1",".","",".",".",".",".",".",".","2.0","."
"Graduate","","840","3.621","30.8","12.7","8.5","1.4","1.1",".","0.1","22.0","",".","11.9","0.2","9.4","1.1",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","2960","3.330","39.7","16.2","17.4","6.4","4.8","1.3","1.1","6.3","",".","3.4","0.1","2.7","0.4",".","0.0","."
