"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","",""
"DESIGN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","",""
"Design: Fundamentals I","120
001","84","3.223","22.6","33.3","35.7","1.2",".","1.2","4.8",".",".",".",".",".","1.2",".",".","."
"Fabric & Apparel Structures I","153
001","28","3.327","42.9","14.3","14.3","3.6","17.9",".",".","3.6",".",".",".",".","3.6",".",".","."
"Fashion Illustration","210
002","11","3.091","18.2","27.3","27.3","9.1","18.2",".",".",".",".",".",".",".",".",".",".","."
"Interior Design I","222
001","26","3.660","57.7","26.9","3.8",".","7.7",".",".",".",".",".",".",".","3.8",".",".","."
"Interior Architect Design","223
001","24","3.438","29.2","37.5","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Textile Design: Weaving I","229
001","9","3.667","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Patternmaking-Apparel Design","253
001","9","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","",""
"Cloth to Clothing","319
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Dsgn-Manual/Comptr Gen Imagery","327
001","17","3.529","35.3","47.1","5.9","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"Color Theory and Technology","451
001","9","3.444","44.4","11.1","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Interdis Studies in the Arts","469
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","501
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","501
018","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","501
019","8","3.857","62.5","25.0",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"","020
501","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","501
021","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","501
023","34","3.721","58.8","29.4","8.8","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"","501
024","9","3.500","44.4","22.2","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","501
025","15","3.500","60.0",".","26.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","501
026","11","3.550","45.5","27.3","9.1",".","9.1",".",".",".",".",".",".",".","9.1",".",".","."
"","501
027","26","3.875","80.8","7.7",".",".","3.8",".",".",".",".",".",".",".","7.7",".",".","."
"","501
029","36","3.667","41.7","50.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","031
501","11","3.545","27.3","54.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","032
501","7","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","180","3.714","59.4","25.6","9.4","1.7","1.7",".",".",".",".",".",".",".","2.2",".",".","."
"Textile:Spec & End Use Anal","561
001","18","3.361","16.7","44.4","33.3","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","601
001","7","3.725","71.4","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","601
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","601
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Internship","Course Total","12","3.382","50.0","16.7","16.7","8.3",".","8.3",".",".",".",".",".",".",".",".",".","."
"Interior Design III","622
001","28","3.852","71.4","21.4","3.6",".",".",".",".",".",".",".",".",".","3.6",".",".","."
"Interior Design IV","623
001","25","3.700","44.0","52.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Portfolio Preparation","624
001","25","3.840","68.0","32.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Culture and Built Environment","639
001","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","691
008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","691
032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","3","***","","","","","","","","","","","","","","","",""
"","699
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","008
699","6","3.906","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2015","","","","","","","","","","","","","","","","","","Page 150 of 403",""
