"ALS","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (C A L S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","",""
"","155
001","149","3.782","87.2","4.0","2.7","2.0","0.7","0.7","2.7",".","",".","",".",".","",".","",".","",".",".","."
"","002
155","11","3.909","90.9",".","9.1",".",".",".",".",".","",".","",".",".","",".","",".","",".",".","."
"","003
155","15","3.633","73.3","20.0",".",".",".",".","6.7",".","",".","",".",".","",".","",".","",".",".","."
"Issues in Ag, Envir & Life Sci","Course Total","175","3.777","86.3","5.1","2.9","1.7","0.6","0.6","2.9","",".","",".",".","",".","",".","",".",".",".","."
"WISE Seminar","001
175","55","3.991","98.2","1.8",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".","."
"Special Topics","375
004","15","4.000","100.0",".",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".","."
"INTER-AG
494","Dept. Total","245","3.839","89.8","4.1","2.0","1.2","0.4","0.4","2.0","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","184","3.793","87.5","4.9","2.2","1.6","0.5","0.5","2.7","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","45","3.967","95.6","2.2","2.2",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","11","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","4","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","244","3.838","89.8","4.1","2.0","1.2","0.4","0.4","2.0","",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","245","3.839","89.8","4.1","2.0","1.2","0.4","0.4","2.0","",".","",".",".","",".","",".","",".",".",".","."
