"","999
085","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
086","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
090","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","13","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"PHM SCI
718","Dept. Total","1249","3.399","39.6","20.7","20.1","7.0","4.5","0.4","0.2","2.6","",".","4.1","",".","0.4","0.3",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","116","3.398","43.1","25.0","17.2","6.0","6.9","1.7",".",".","",".",".","",".",".",".",".",".","."
"Senior","","150","3.499","52.0","15.3","20.7","8.7","2.7","0.7",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","270","3.460","48.9","19.3","18.9","7.4","4.4","1.1",".",".","",".",".","",".",".",".",".",".","."
"Special","","4","2.846","25.0",".","25.0","25.0","25.0",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","158","3.603","27.2","9.5","3.8",".",".",".","0.6","20.3","",".","32.3","",".","3.2","1.9",".","1.3","."
"Prof Yr 1","","257","3.405","37.7","24.5","26.1","5.1","6.2","0.4",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","408","3.287","38.5","17.6","23.8","13.0","6.4","0.2","0.2",".","",".",".","",".",".","0.2",".",".","."
"Prof Yr 3","","152","3.576","42.1","37.5","19.1","0.7","0.7",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","817","3.375","38.9","23.5","23.6","8.2","5.3","0.2","0.1",".","",".",".","",".",".","0.1",".",".","."
"","Dept. Total","1249","3.399","39.6","20.7","20.1","7.0","4.5","0.4","0.2","2.6","",".","4.1","",".","0.4","0.3",".","0.2","."
