"","699
004","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
006","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
007","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","10","4.000","90.0",".",".",".",".",".",".","10.0","",".",".","",".","",".",".",".",".","."
"CHICLA
228","Dept. Total","142","3.577","59.9","19.0","10.6","3.5","2.8","0.7","1.4","0.7","",".",".","",".","",".","1.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"228
CHICLA","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","3.357","40.0","20.0","20.0","20.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","37","3.400","48.6","24.3","13.5","8.1",".","2.7","2.7",".","",".",".","",".","",".",".",".",".","."
"Junior","","46","3.630","65.2","19.6","6.5","2.2","2.2",".","2.2",".","",".",".","",".","",".","2.2",".",".","."
"Senior","","51","3.663","64.7","15.7","11.8",".","5.9",".",".",".","",".",".","",".","",".","2.0",".",".","."
"Undergraduates","","139","3.571","59.7","19.4","10.8","3.6","2.9","0.7","1.4",".","",".",".","",".","",".","1.4",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","2","4.000","50.0",".",".",".",".",".",".","50.0","",".",".","",".","",".",".",".",".","."
"","Dept. Total","142","3.577","59.9","19.0","10.6","3.5","2.8","0.7","1.4","0.7","",".",".","",".","",".","1.4",".",".","."
