"","990
129","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
133","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"PhD Thesis-Management","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"Read&Rsch-Mgmt&H Resrcs PhD","999
048","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"M H R
236","Dept. Total","1652","3.478","46.9","23.5","18.2","2.9","4.1","1.0","1.2","0.8","",".",".","",".","1.3","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","46","3.304","34.8","17.4","39.1","4.3",".","2.2","2.2",".","",".",".","",".",".",".",".",".","."
"Sophomore","","100","3.120","20.0","22.0","34.0","14.0","8.0","2.0",".",".","",".",".","",".",".",".",".",".","."
"Junior","","342","3.196","36.3","17.3","28.7","3.8","8.2","2.3","3.5",".","",".",".","",".",".",".",".",".","."
"Senior","","497","3.491","48.3","21.9","20.9","2.2","4.4","0.6","1.2",".","",".",".","",".",".","0.4",".",".","."
"Undergraduates","","985","3.342","40.6","20.1","25.8","4.1","5.9","1.4","1.9",".","",".",".","",".",".","0.2",".",".","."
"Special","","88","3.221","27.3","27.3","22.7","9.1","8.0","3.4",".","1.1","",".",".","",".",".",".",".","1.1","."
"Graduate","","572","3.793","60.1","29.2","4.4",".","0.3",".",".","2.3","",".",".","",".","3.7",".",".",".","."
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","7","3.842","85.7",".","14.3",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1652","3.478","46.9","23.5","18.2","2.9","4.1","1.0","1.2","0.8","",".",".","",".","1.3","0.1",".","0.1","."
