"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","8953","3.458","39.4","15.4","14.9","2.4","2.8","1.3","0.5","15.0","0.0","5.4",".","0.8","0.4",".","1.6","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.323","29.4","17.6","47.1","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","349","2.755","29.8","9.5","24.1","5.7","14.6","11.7","4.3",".",".",".",".",".",".",".","0.3","."
"Junior","","776","3.204","47.2","11.0","20.4","6.7","8.5","3.7","1.4",".",".",".",".",".","0.3",".","0.9","."
"Senior","","1520","3.414","56.1","14.2","15.3","4.6","5.5","2.6","0.8",".",".","0.1",".","0.1","0.1",".","0.5","."
"Undergraduates","","2662","3.251","49.9","12.7","18.1","5.4","7.6","4.1","1.4",".",".","0.0",".","0.1","0.2",".","0.6","."
"Special","","205","3.537","41.5","7.8","6.8","2.4","3.4",".","1.0","5.9",".",".",".",".","1.5",".","29.8","."
"Graduate","","1542","3.766","43.3","15.4","3.9","0.3","0.3",".",".","24.4","0.1","4.0",".","4.4","0.5",".","3.4","."
"Prof Yr 1","","1715","3.421","12.8","12.3","7.5","0.7","0.8","0.3",".","51.5","0.1","13.2",".",".","0.1",".","0.1","0.6"
"Prof Yr 2","","1505","3.518","40.9","20.1","26.2","2.5","1.7",".","0.1","1.3",".","6.7",".",".","0.1",".","0.3","0.1"
"Prof Yr 3","","551","3.418","26.9","24.7","32.3","1.3","0.2",".",".","4.7",".","8.2",".","0.5","0.4",".","0.4","0.4"
"Prof Yr 4","","825","3.797","62.7","16.4","9.0","1.1","0.1",".",".","2.8",".","5.2",".","0.2","2.2",".","0.4","."
"Professionals","","4596","3.543","32.6","17.1","16.9","1.4","0.9","0.1","0.0","20.7","0.0","9.1",".","0.1","0.5",".","0.2","0.3"
"","College Total","9005","3.458","39.7","15.3","14.8","2.4","2.8","1.3","0.5","14.9","0.0","5.3",".","0.8","0.4",".","1.6","0.2"
