"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","",""
"LAW","College Total","2869","1.308","8.3","0.1","18.6",".","2.5","0.2","0.1","26.7","0.0",".",".","",".","0.3",".","0.1","0.8"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"LAW","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Senior","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Undergraduates","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Special","","48","2.065","31.3",".","10.4",".",".",".",".","22.9",".",".",".","",".","2.1",".",".","."
"Graduate","","11","3.692","45.5","18.2","18.2",".",".",".",".","9.1",".",".",".","",".","9.1",".",".","."
"Prof Yr 1","","683","1.262","5.7",".","32.4",".","1.6",".",".","2.0",".",".",".","",".","0.3",".",".","."
"Prof Yr 2","","854","1.274","7.3",".","13.6",".","4.3","0.1",".","36.1",".",".",".","",".",".",".","0.1","1.9"
"Prof Yr 3","","1080","1.306","9.4",".","14.0",".","1.4","0.3","0.3","35.7","0.1",".",".","",".","0.5",".","0.1","0.6"
"Prof Yr 4","","192","1.349","8.3",".","20.3",".","4.7","0.5","0.5","23.4",".",".",".","",".",".",".",".","."
"Professionals","","2809","1.284","7.8",".","18.8",".","2.6","0.2","0.1","26.8","0.0",".",".","",".","0.2",".","0.1","0.8"
"","College Total","2869","1.308","8.3","0.1","18.6",".","2.5","0.2","0.1","26.7","0.0",".",".","",".","0.3",".","0.1","0.8"
