"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","198","2.579","13.1","10.1","32.3","9.6","18.2","10.1","5.6","1.0",".",".",".",".",".",".",".","."
"","002
101","134","2.399","11.2","4.5","37.3","6.7","16.4","17.9","6.0",".",".",".",".",".",".",".",".","."
"Animal Biology","Course Total","332","2.506","12.3","7.8","34.3","8.4","17.5","13.3","5.7","0.6",".",".",".",".",".",".",".","."
"","102
001","12","3.583","41.7","33.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","9","3.556","55.6","22.2","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","102
003","14","3.393","28.6","35.7","28.6",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","004
102","11","3.273","27.3","27.3","27.3","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","005
102","12","3.208","8.3","41.7","41.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","006
102","7","3.286","14.3","42.9","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
007","14","3.464","35.7","35.7","21.4",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","102
008","16","3.156","25.0","18.8","25.0","25.0","6.3",".",".",".",".",".",".",".",".",".",".","."
"","102
009","12","2.625",".",".","41.7","41.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"","102
010","15","3.400","40.0","20.0","26.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","102
011","8","3.188","12.5","25.0","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","102
012","13","3.423","30.8","23.1","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
013","10","3.400","40.0","20.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
014","16","3.219","12.5","37.5","37.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","102
015","12","3.333","16.7","41.7","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
016","17","3.382","17.6","52.9","17.6","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
017","16","3.344","25.0","37.5","25.0","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","018
102","6","3.000","33.3","16.7",".","16.7","33.3",".",".",".",".",".",".",".",".",".",".","."
"Animal Biology Laboratory","Course Total","220","3.300","25.5","30.5","28.6","9.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","151
001","65","2.677","13.8","6.2","35.4","9.2","26.2","9.2",".",".",".",".",".",".",".",".",".","."
"","002
151","43","2.663","16.3","4.7","39.5","11.6","11.6","14.0","2.3",".",".",".",".",".",".",".",".","."
"","151
003","28","2.685","10.7",".","50.0","10.7","14.3","10.7",".",".",".",".",".",".","3.6",".",".","."
"Introductory Biology","Course Total","136","2.674","14.0","4.4","39.7","10.3","19.1","11.0","0.7",".",".",".",".",".","0.7",".",".","."
"Introductory Biology","001
152","82","3.067","17.1","13.4","50.0","7.3","11.0","1.2",".",".",".",".",".",".",".",".",".","."
"","001
153","41","2.671","7.3","9.8","41.5","7.3","26.8","7.3",".",".",".",".",".",".",".",".",".","."
"","153
002","35","2.603","2.9","8.6","45.7","5.7","25.7","8.6",".",".",".",".",".",".",".",".","2.9","."
"","003
153","31","2.177","3.2","12.9","22.6","9.7","25.8","16.1","9.7",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","107","2.505","4.7","10.3","37.4","7.5","26.2","10.3","2.8",".",".",".",".",".",".",".","0.9","."
"Heredity","160
001","9","3.333","33.3","11.1","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Ecology","260
001","24","3.646","50.0","33.3","12.5","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","299
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
019","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
022","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
027","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
043","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
049","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
073","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Studies in Zoology","Course Total","19","4.000","89.5",".",".",".",".",".",".",".",".",".",".",".",".",".","10.5","."
"Introduction to Entomology","302
001","24","2.896","25.0","20.8","12.5","16.7","12.5","12.5",".",".",".",".",".",".",".",".",".","."
