"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"100
Biochemistry Freshman Seminar","101","","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"104
Mol Mech, Human Health, You","001","","23","3.826","78.3","17.4",".",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"289
Honors Independent Study","041","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","039","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","040","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","053","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","069","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","073","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","075","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","078","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","52","3.963","96.2","1.9","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","","2","***","","","","","","","","","","","","","","","",""
"501","001","","495","3.052","27.1","14.7","25.7","8.9","22.0","1.4",".",".",".",".",".",".",".","0.2",".","."
"501","002","","239","3.063","28.5","12.6","27.2","8.4","20.9","1.7",".","0.8",".",".",".",".",".",".",".","."
"Introduction-Biochemistry","Course Total","","734","3.055","27.5","14.0","26.2","8.7","21.7","1.5",".","0.3",".",".",".",".",".","0.1",".","."
"507
General Biochemistry I","001","","249","2.885","14.9","18.9","28.5","13.7","19.7","1.6","2.0","0.4",".",".",".",".",".",".","0.4","."
"510
Biochm Prin-Human&Anml Nutr","001","","25","3.320","36.0","24.0","20.0","8.0","12.0",".",".",".",".",".",".",".",".",".",".","."
"601
Protein&Enzyme Struct&Funct","001","","48","3.177","18.8","35.4","29.2",".","14.6","2.1",".",".",".",".",".",".",".",".",".","."
"606
Math Mthds-Structural Biology","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","21","3.167","28.6","23.8","33.3",".","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"630
Cellulr Signal Transductn Mech","001","","54","3.315","20.4","25.9","50.0","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"651
Biochemical Methods","001","","64","3.375","34.4","35.9","12.5","7.8","7.8","1.6",".",".",".",".",".",".",".",".",".","."
"660
Methods in Biochemistry","001","","14","3.714","64.3","14.3","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2015","","","","","","","","","","","","","","","","","","","","Page 13 of 403"
