"","998
060","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","998
062","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","998
083","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Chemical Biology","Course Total","50","",".",".",".",".",".",".",".","72.0",".",".",".","26.0",".","2.0",".","."
"CHEM
224","Dept. Total","7409","3.015","25.5","13.7","27.0","9.1","14.4","3.5","1.4","4.5","0.0",".",".","0.4","0.1","0.0","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2023","2.998","22.5","15.3","32.0","10.7","14.3","3.8","1.3","0.0",".",".",".",".","0.0",".",".","."
"Sophomore","","2054","3.049","27.2","14.8","27.4","9.0","16.2","3.8","1.3","0.0",".",".",".",".","0.1",".","0.0","."
"Junior","","1495","2.933","25.5","11.4","29.3","9.8","18.0","3.9","1.9",".",".",".",".",".","0.1",".",".","0.1"
"Senior","","1075","2.950","29.8","12.2","24.1","10.6","15.5","4.3","2.1","0.1","0.1",".",".","0.7","0.1",".","0.4","."
"Undergraduates","","6647","2.997","25.8","13.8","28.7","10.0","15.9","3.9","1.6","0.0","0.0",".",".","0.1","0.1",".","0.1","0.0"
"Special","","63","3.098","34.9","11.1","23.8","4.8","15.9","1.6","1.6",".",".",".",".",".",".",".","6.3","."
"Graduate","","890","3.532","38.1","10.1","9.0","1.2","0.2",".",".","37.5","0.1",".",".","2.7","0.4","0.1","0.3","0.1"
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","Dept. Total","7601","3.015","27.3","13.3","26.3","8.9","14.1","3.4","1.4","4.4","0.0",".",".","0.4","0.1","0.0","0.2","0.0"
