"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","",""
"","990
009","2","***","","","","","","","","","",".",".",".","",".",".",".","."
"Individual Research","Course Total","9","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"ITALIAN
508","Dept. Total","444","3.413","45.0","23.0","15.3","7.7","3.2","1.8","1.1","2.5",".",".",".","",".","0.2",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","83","3.445","42.2","28.9","19.3","4.8","2.4","2.4",".",".",".",".",".","",".",".",".",".","."
"Sophomore","","117","3.365","41.0","25.6","16.2","10.3","4.3","0.9","1.7",".",".",".",".","",".",".",".",".","."
"Junior","","94","3.386","37.2","29.8","17.0","11.7","1.1","3.2",".",".",".",".",".","",".",".",".",".","."
"Senior","","83","3.218","43.4","15.7","16.9","8.4","7.2","2.4","3.6",".",".",".",".","",".","1.2",".",".","1.2"
"Undergraduates","","377","3.357","40.8","25.2","17.2","9.0","3.7","2.1","1.3",".",".",".",".","",".","0.3",".",".","0.3"
"Special","","8","3.667","50.0",".","25.0",".",".",".",".","25.0",".",".",".","",".",".",".",".","."
"Graduate","","59","3.901","71.2","11.9","1.7",".",".",".",".","15.3",".",".",".","",".",".",".",".","."
"","Dept. Total","444","3.413","45.0","23.0","15.3","7.7","3.2","1.8","1.1","2.5",".",".",".","",".","0.2",".",".","0.2"
