"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"PHILOSOPHY","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","","",""
"Justice and Health Care","505","001","","11","3.250","27.3","45.5",".",".","9.1","9.1",".","9.1",".",".",".",".",".",".",".","."
"Language and Meaning","516","001","","17","3.500","41.2","17.6","23.5",".","5.9",".",".",".",".",".",".",".","11.8",".",".","."
"Philos Prblms-Biol Sciences","523","001","","10","3.350","30.0","40.0","10.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Modern Ethical Theories","541","001","","15","3.107","13.3","13.3","53.3","6.7","6.7",".",".",".",".",".",".",".","6.7",".",".","."
"Great Moral Philosophers","549","001","","15","3.036","26.7","20.0","33.3",".",".","6.7","6.7",".",".",".",".",".",".",".","6.7","."
"Philosophy of Mind","551","001","","15","3.393","33.3","6.7","53.3",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Political Philosophy","555","001","","24","3.891","79.2","12.5","4.2",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"Metaphysics","560","001","","14","3.429","28.6","28.6","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Seminar","581","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Seminar","582","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","599","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Senior Honors Thesis","682","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","691","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","799","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced History-Philosophy","835","001","","10","3.875","60.0","20.0",".",".",".",".",".","10.0",".",".",".",".","10.0",".",".","."
"Proseminar in Philosophy","902","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Logic","911","001","","8","4.000","12.5",".",".",".",".",".",".","87.5",".",".",".",".",".",".",".","."
"Seminar-Ethics","941","001","","12","3.909","75.0","16.7",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Seminar-Philosophy of Mind","951","001","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Metaphysics Seminar","960","001","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","055","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","079","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","11","",".",".",".",".",".",".",".","81.8",".",".",".","18.2",".",".",".","."
"","999","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","","Course Total","","4","***","","","","","","","","","","","","","","","",""
