"JOURN AND MASS COMMUNICA Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"697","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"697","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Internship","Course Total","","13","",".",".",".",".",".",".",".",".",".","76.9",".",".",".",".","15.4","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","093","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","17","3.839","64.7","17.6",".",".",".",".",".",".",".",".",".",".","11.8",".","5.9","."
"806
Concep&Design-Mass Com Rsch","001","","8","3.857","75.0",".","12.5",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"819
History of Mass Communication","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"870
Mass Com&Societl Institutns","001","","10","3.938","70.0","10.0",".",".",".",".",".",".",".",".",".",".","10.0",".","10.0","."
"880","018","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"880","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"880","026","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"880","035","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"880","036","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Mass Communication","Course Total","","37","3.892","81.1","16.2","2.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"901
Colloquium:Mass Communicatn","001","","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"990","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2015","","","","","","","","","","","","","","","","","","","Page 241 of 403",""
