"","999
078","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
086","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
091","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","18","4.000","88.9",".",".",".",".",".",".","11.1","",".",".","",".",".",".",".",".","."
"NURSING
692","Dept. Total","1653","3.769","60.7","16.6","7.0","1.2","0.3","0.1","0.1","1.7","",".","11.2","",".","1.0","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","100","3.744","54.0","23.0","7.0","1.0","1.0",".",".",".","",".","14.0","",".",".",".",".",".","."
"Sophomore","","37","3.903","67.6","16.2",".",".",".",".",".",".","",".","16.2","",".",".",".",".",".","."
"Junior","","276","3.515","35.1","22.5","10.5","2.9","0.7",".","0.4",".","",".","27.9","",".",".",".",".",".","."
"Senior","","918","3.802","64.8","15.5","7.3","0.9","0.1","0.1",".",".","",".","9.6","",".","1.7",".",".",".","."
"Undergraduates","","1331","3.749","57.9","17.5","7.7","1.3","0.3","0.1","0.1",".","",".","13.9","",".","1.2",".",".",".","."
"Special","","24","3.672","50.0","37.5","8.3","4.2",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","293","3.870","74.4","10.6","3.4","0.7","0.3","0.3",".","9.6","",".",".","",".","0.3","0.3",".",".","."
"Prof Yr 4","","5","3.800","60.0","40.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","5","3.800","60.0","40.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1653","3.769","60.7","16.6","7.0","1.2","0.3","0.1","0.1","1.7","",".","11.2","",".","1.0","0.1",".",".","."
