"","990
123","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
124","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","79","",".",".",".",".",".",".",".","65.8","1.3",".",".","32.9","",".",".",".","."
"Seminar in Genetics","993
001","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"GENETICS
412","Dept. Total","654","3.148","35.6","12.1","18.0","6.7","10.7","3.4","0.8","8.4","0.2",".",".","4.0","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","2.743","28.6","7.1","42.9",".","7.1","7.1","7.1",".",".",".",".",".","",".",".",".","."
"Sophomore","","40","3.248","52.5","2.5","22.5","5.0","15.0","2.5",".",".",".",".",".",".","",".",".",".","."
"Junior","","133","2.805","27.8","11.3","21.1","9.0","21.8","7.5","1.5",".",".",".",".",".","",".",".",".","."
"Senior","","254","3.192","45.7","11.4","18.1","8.7","11.8","3.5","0.8",".",".",".",".",".","",".",".",".","."
"Undergraduates","","441","3.063","40.4","10.4","20.2","8.2","15.0","4.8","1.1",".",".",".",".",".","",".",".",".","."
"Special","","48","3.288","29.2","22.9","33.3","10.4","2.1","2.1",".",".",".",".",".",".","",".",".",".","."
"Graduate","","165","3.569","24.8","13.3","7.9","1.8","1.8",".",".","33.3","0.6",".",".","15.8","",".",".","0.6","."
"","Dept. Total","654","3.148","35.6","12.1","18.0","6.7","10.7","3.4","0.8","8.4","0.2",".",".","4.0","",".",".","0.2","."
