"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","93331","3.240","35.9","20.5","19.7","7.9","7.4","2.2","1.2","2.4","0.0","1.3","0.0","0.6","0.5","0.1","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","16611","3.126","28.9","21.3","23.7","9.9","9.4","2.7","1.2","0.0",".","2.5","0.1",".","0.2","0.0","0.0","0.1"
"Sophomore","","20411","3.137","30.9","21.9","22.2","9.5","9.3","2.9","1.6","0.0","0.0","1.1","0.0",".","0.2","0.1","0.0","0.1"
"Junior","","20565","3.201","33.2","22.0","22.4","9.0","8.3","2.4","1.3","0.1","0.0","0.7","0.0","0.0","0.4","0.1","0.0","0.1"
"Senior","","22459","3.296","39.7","21.0","19.3","7.6","6.8","2.0","1.1","0.3","0.0","0.6","0.0","0.7","0.5","0.1","0.1","0.1"
"Undergraduates","","80046","3.192","33.6","21.6","21.7","8.9","8.4","2.5","1.3","0.1","0.0","1.1","0.0","0.2","0.3","0.1","0.0","0.1"
"Special","","2269","3.381","33.8","12.1","11.4","3.8","3.4","1.1","1.2","21.8","0.3","4.7","0.3",".","0.8","1.0","3.6","0.0"
"Graduate","","10947","3.758","53.6","14.3","6.8","1.1","0.8","0.1","0.1","15.1","0.1","2.0","0.0","4.0","1.5","0.1","0.4","0.0"
"Prof Yr 1","","91","3.866","81.3","14.3","4.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","80","3.648","66.3","17.5","7.5",".","1.3","1.3",".","5.0",".","1.3",".",".",".",".",".","."
"Prof Yr 3","","85","3.926","85.9","10.6","1.2",".",".",".",".",".",".","1.2",".",".","1.2",".",".","."
"Prof Yr 4","","39","3.669","59.0","12.8","5.1",".",".",".","2.6","7.7",".","10.3","2.6",".",".",".",".","."
"Professionals","","295","3.807","75.6","13.9","4.4",".","0.3","0.3","0.3","2.4",".","2.0","0.3",".","0.3",".",".","."
"","College Total","93557","3.240","36.0","20.5","19.7","7.9","7.3","2.2","1.2","2.4","0.0","1.3","0.0","0.6","0.5","0.1","0.2","0.1"
