"","999
064","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
068","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
084","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
086","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","29","3.946","51.7","6.9",".",".",".",".",".","10.3",".",".","",".","3.4","6.9",".","20.7","."
"HISTORY
448","Dept. Total","2805","3.361","29.6","28.4","20.2","6.7","3.1","0.8","1.0","6.4","0.0","0.6","",".","1.5","0.7","0.3","0.6","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","372","3.287","30.9","29.6","21.8","8.3","5.9","0.5","2.2",".",".",".","",".",".","0.8",".",".","."
"Sophomore","","537","3.362","27.9","36.3","24.6","7.3","2.0","1.1","0.7",".",".",".","",".",".",".",".",".","."
"Junior","","644","3.326","29.2","32.6","23.9","7.3","3.0","1.4","1.4",".",".",".","",".",".","0.9","0.2",".","0.2"
"Senior","","859","3.361","32.2","28.9","21.9","8.1","4.0","0.6","0.7","0.8","0.1",".","",".","2.0","0.3","0.1",".","0.2"
"Undergraduates","","2412","3.340","30.3","31.6","23.0","7.8","3.6","0.9","1.1","0.3","0.0",".","",".","0.7","0.5","0.1",".","0.1"
"Special","","151","3.449","7.9","7.3","5.3","0.7",".",".","0.7","66.9",".","0.7","",".",".","0.7","4.0","6.0","."
"Graduate","","242","3.874","36.4","9.1","1.2",".",".",".",".","29.8",".","7.0","",".","10.7","2.5",".","3.3","."
"","Dept. Total","2805","3.361","29.6","28.4","20.2","6.7","3.1","0.8","1.0","6.4","0.0","0.6","",".","1.5","0.7","0.3","0.6","0.1"
