"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Introduction to Computation","202
001","100","3.439","56.0","11.0","13.0","10.0","5.0","4.0",".","1.0",".",".",".",".",".",".",".","."
"","240
002","90","3.461","35.6","31.1","25.6","5.6","2.2",".",".",".",".",".",".",".",".",".",".","."
"","240
003","86","3.390","43.0","30.2","12.8","3.5","4.7","4.7","1.2",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","176","3.426","39.2","30.7","19.3","4.5","3.4","2.3","0.6",".",".",".",".",".",".",".",".","."
"","252
001","54","3.000","31.5","24.1","9.3","16.7","5.6","9.3","3.7",".",".",".",".",".",".",".",".","."
"","002
252","85","3.253","28.2","28.2","28.2","4.7","2.4","4.7","1.2","1.2",".",".",".",".","1.2",".",".","."
"Intro to Computer Engineering","Course Total","139","3.153","29.5","26.6","20.9","9.4","3.6","6.5","2.2","0.7",".",".",".",".","0.7",".",".","."
"","001
302","203","2.711","19.7","7.9","28.1","10.8","20.2","10.3","2.0",".","1.0",".",".",".",".",".",".","."
"","302
002","204","2.793","22.1","9.8","27.0","10.3","19.1","6.4","3.4","0.5","0.5",".",".",".",".","1.0",".","."
"","302
003","130","2.813","20.8","11.5","26.9","10.8","18.5","4.6","3.8","2.3",".",".",".",".",".","0.8",".","."
"","004
302","135","2.851","33.3","8.1","17.0","9.6","18.5","8.9","3.7",".",".",".",".",".",".","0.7",".","."
"Introduction to Programming","Course Total","672","2.784","23.4","9.2","25.3","10.4","19.2","7.7","3.1","0.6","0.4",".",".",".",".","0.6",".","."
"","304
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
003","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
004","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
005","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
007","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES-CS Group Meeting","Course Total","45","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prob Solvng Using Computers","310
001","147","3.139","21.8","21.1","35.4","12.2","8.2",".","1.4",".",".",".",".",".",".",".",".","."
"","352
001","60","2.567","11.7","25.0","8.3","18.3","21.7","8.3","6.7",".",".",".",".",".",".",".",".","."
"","002
352","62","2.637","12.9","17.7","21.0","16.1","19.4","8.1","4.8",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","122","2.602","12.3","21.3","14.8","17.2","20.5","8.2","5.7",".",".",".",".",".",".",".",".","."
"","354
001","87","3.126","31.0","21.8","16.1","14.9","11.5","3.4","1.1",".",".",".",".",".",".",".",".","."
"","002
354","73","2.729","23.3","9.6","23.3","11.0","20.5","4.1","6.8","1.4",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","160","2.947","27.5","16.3","19.4","13.1","15.6","3.8","3.8","0.6",".",".",".",".",".",".",".","."
"","367
001","142","3.007","34.5","9.9","21.8","9.9","14.1","1.4","5.6","2.1",".",".",".",".","0.7",".",".","."
"","367
002","148","2.938","25.7","6.8","29.7","17.6","14.2","2.0","2.7","1.4",".",".",".",".",".",".",".","."
"Intro to Data Structures","Course Total","290","2.972","30.0","8.3","25.9","13.8","14.1","1.7","4.1","1.7",".",".",".",".","0.3",".",".","."
"","368
001","64","",".",".",".",".",".",".",".",".",".","95.3","4.7",".",".",".",".","."
"","368
002","54","",".",".",".",".",".",".",".",".",".","98.1","1.9",".",".",".",".","."
"Learn a Programming Language","Course Total","118","",".",".",".",".",".",".",".",".",".","96.6","3.4",".",".",".",".","."
"Tech:Computer-Based Bus Sys","371
001","8","2.750","12.5","25.0","12.5","25.0","12.5","12.5",".",".",".",".",".",".",".",".",".","."
"Introducing Comp Sci to K-12","402
001","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Numerical Methods","412
001","45","2.622","20.0","15.6","13.3","15.6","15.6","17.8","2.2",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","54","3.491","50.0","16.7","24.1",".","9.3",".",".",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","001
475","22","2.643","18.2","13.6","27.3","9.1","4.5","18.2","4.5",".",".",".",".",".",".","4.5",".","."
"Numerical Analysis","514
001","14","2.679","28.6","21.4","7.1",".","14.3","28.6",".",".",".",".",".",".",".",".",".","."
"Intro to Theory of Computing","001
520","41","3.225","29.3","31.7","9.8","17.1","4.9","4.9",".",".","2.4",".",".",".",".",".",".","."
"Linear Programming Methods","525
001","30","2.650","20.0","23.3","13.3","6.7","20.0","6.7","10.0",".",".",".",".",".",".",".",".","."
"Advanced Linear Programming","526
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Thry&Appl of Pattrn Recgntn","532
001","19","3.528","42.1","15.8","36.8",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"February 03, 2015","","","","","","","","","","","","","","","","","","Page 193 of 403",""
