"","990
075","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
107","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
154","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading and Research","Course Total","14","",".",".",".",".",".",".",".","57.1",".",".",".","42.9",".",".",".","."
"MATH
600","Dept. Total","8354","2.871","26.8","13.2","24.0","11.0","14.1","6.9","3.4","0.3","0.1",".",".","0.1","0.1","0.1","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3152","2.910","23.7","14.4","26.4","12.3","14.7","6.0","2.3",".",".",".",".",".","0.1","0.0",".","0.0"
"Sophomore","","2242","2.757","23.5","12.3","24.1","11.7","15.4","8.5","4.3","0.0","0.1",".",".",".",".","0.1",".","."
"Junior","","1445","2.708","22.0","13.3","23.7","11.7","15.8","7.9","5.1",".","0.1",".",".",".","0.2","0.1",".","0.1"
"Senior","","840","2.815","26.2","13.6","23.1","9.6","14.3","8.6","3.8","0.1","0.1",".",".",".","0.4",".","0.2","."
"Undergraduates","","7679","2.824","23.6","13.5","24.9","11.7","15.1","7.4","3.6","0.0","0.1",".",".",".","0.1","0.1","0.0","0.0"
"Special","","217","3.361","53.5","12.4","12.9","6.5","5.1","4.1","1.4","2.8","0.9",".",".",".",".",".","0.5","."
"Graduate","","458","3.716","67.5","8.5","14.4","1.3","2.0",".","0.4","3.3",".",".",".","1.3","0.9","0.2","0.2","."
"","Dept. Total","8354","2.871","26.8","13.2","24.0","11.0","14.1","6.9","3.4","0.3","0.1",".",".","0.1","0.1","0.1","0.0","0.0"
