"","990
039","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
040","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
041","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","36","",".",".",".",".",".",".","",".","77.8",".",".",".","22.2",".",".",".","."
"HORT
476","Dept. Total","316","3.412","38.3","20.6","16.1","4.4","4.4","1.3","",".","10.1",".",".",".","2.5","0.9","0.6","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.145","14.8","37.0","18.5","11.1","11.1","3.7","",".",".",".",".",".",".","3.7",".",".","."
"Sophomore","","46","3.288","39.1","26.1","13.0","8.7","4.3","4.3","",".","2.2",".",".",".",".","2.2",".",".","."
"Junior","","65","3.407","47.7","20.0","20.0","6.2","6.2",".","",".",".",".",".",".",".",".",".",".","."
"Senior","","96","3.451","45.8","21.9","21.9","3.1","5.2","1.0","",".",".",".",".",".",".",".",".","1.0","."
"Undergraduates","","234","3.374","41.5","23.9","19.2","6.0","6.0","1.7","",".","0.4",".",".",".",".","0.9",".","0.4","."
"Special","","10","3.433","20.0","10.0","30.0",".",".",".","",".","20.0",".",".",".",".",".","10.0","10.0","."
"Graduate","","72","3.694","30.6","11.1","4.2",".",".",".","",".","40.3",".",".",".","11.1","1.4","1.4",".","."
"","Dept. Total","316","3.412","38.3","20.6","16.1","4.4","4.4","1.3","",".","10.1",".",".",".","2.5","0.9","0.6","0.6","."
