"Global Issues in Management","","","","","","","","","","","","","","","","","","","","","","","",""
"Global Marketing Strategy","420
001","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"International Real Estate","430
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Multinational Bus Finance","445
001","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTL BUS
235","Dept. Total","420","3.459","58.6","17.1","13.8","6.2","2.9","1.2","0.2","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","3.250","75.0",".",".",".",".","25.0",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","39","3.145","38.5","15.4","15.4","23.1","5.1",".","2.6","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","151","3.422","64.9","13.2","13.9","4.0","2.0","2.0",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","189","3.543","58.2","21.7","12.7","3.7","3.2","0.5",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","383","3.450","59.0","17.5","13.3","5.7","2.9","1.3","0.3","",".","",".",".","",".","",".","",".",".",".","."
"Special","","37","3.527","54.1","13.5","18.9","10.8","2.7",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","420","3.459","58.6","17.1","13.8","6.2","2.9","1.2","0.2","",".","",".",".","",".","",".","",".",".",".","."
