"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1774","3.748","60.1","17.2","7.2","1.6","0.4","0.1","0.3","1.6","",".","10.4",".","1.0","0.2",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","100","3.744","54.0","23.0","7.0","1.0","1.0",".",".",".","",".","14.0",".",".",".",".",".","."
"Sophomore","","37","3.903","67.6","16.2",".",".",".",".",".",".","",".","16.2",".",".",".",".",".","."
"Junior","","292","3.510","35.6","23.3","10.3","2.7","0.7",".","0.7",".","",".","26.4",".",".","0.3",".",".","."
"Senior","","1023","3.769","63.5","16.2","7.7","1.6","0.3","0.1","0.3",".","",".","8.6",".","1.6","0.1",".",".","."
"Undergraduates","","1452","3.725","57.4","18.1","8.0","1.7","0.4","0.1","0.3",".","",".","12.7",".","1.1","0.1",".",".","."
"Special","","24","3.672","50.0","37.5","8.3","4.2",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","293","3.870","74.4","10.6","3.4","0.7","0.3","0.3",".","9.6","",".",".",".","0.3","0.3",".",".","."
"Prof Yr 4","","5","3.800","60.0","40.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","5","3.800","60.0","40.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","1774","3.748","60.1","17.2","7.2","1.6","0.4","0.1","0.3","1.6","",".","10.4",".","1.0","0.2",".",".","."
