"L&S","","","","","","","","","","","","","","","","","","","",""
"ATMOSPHERIC & OCEANIC SCIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","",""
"ATM OCN
Dept. Total
640","554","2.957","20.2","14.6","21.7","11.6","12.6","2.2","2.7","7.6","",".","2.3","",".","3.2","0.2","0.2","0.9","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","88","2.949","19.3","15.9","26.1","14.8","21.6","2.3",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","121","2.744","11.6","20.7","21.5","16.5","22.3","2.5","5.0",".","",".",".","",".",".",".",".",".","."
"Junior","68","2.913","20.6","11.8","30.9","16.2","16.2","1.5","2.9",".","",".",".","",".",".",".",".",".","."
"Senior","141","2.945","21.3","10.6","25.5","13.5","7.1","4.3","2.8","1.4","",".","9.2","",".","4.3",".",".",".","."
"Undergraduates","418","2.878","17.9","14.8","25.4","15.1","16.0","2.9","2.9","0.5","",".","3.1","",".","1.4",".",".",".","."
"Special","15","2.611","13.3","13.3",".","6.7","20.0",".","6.7","6.7","",".",".","",".",".",".",".","33.3","."
"Graduate","121","3.528","28.9","14.0","11.6",".",".",".","1.7","32.2","",".",".","",".","9.9","0.8","0.8",".","."
"Dept. Total","554","2.957","20.2","14.6","21.7","11.6","12.6","2.2","2.7","7.6","",".","2.3","",".","3.2","0.2","0.2","0.9","."
