"","999
093","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
094","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
095","2","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Diss/DMA Project","Course Total","44","",".",".",".",".",".",".",".","90.9","2.3",".",".","6.8",".",".",".","."
"MUSIC
660","Dept. Total","3256","3.739","76.4","9.2","5.9","1.5","1.1","0.3","0.1","4.8","0.0",".",".","0.1","0.2","0.2","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"Freshmen","","442","3.764","76.9","12.9","8.6","0.2","0.2",".","0.2",".",".",".",".",".","0.2",".",".","0.7"
"Sophomore","","626","3.703","77.0","11.7","7.2","2.6","0.6","0.2","0.3",".",".",".",".",".",".","0.3",".","0.2"
"Junior","","723","3.718","79.8","9.5","5.4","1.9","1.7","0.3","0.1","0.4",".",".",".",".","0.4","0.4",".","."
"Senior","","956","3.730","82.4","8.1","4.9","1.8","1.6","0.6",".","0.4",".",".",".","0.1",".","0.1",".","."
"Undergraduates","","2747","3.726","79.6","10.0","6.2","1.7","1.2","0.3","0.1","0.3",".",".",".","0.0","0.1","0.2",".","0.1"
"Special","","149","3.750","21.5","2.7","2.7",".",".",".",".","73.2",".",".",".",".",".",".",".","."
"Graduate","","368","3.823","75.0","5.2","5.2","0.3","0.8",".",".","11.1","0.3",".",".","0.8","1.1",".","0.3","."
"Prof Yr 1","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","5","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3269","3.739","76.5","9.1","5.9","1.5","1.1","0.3","0.1","4.8","0.0",".",".","0.1","0.2","0.2","0.0","0.1"
