"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","303
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","303
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory-Interst & Life Insur","Course Total","4","***","","","","","","","","","","","","","","","",""
"","001
309","14","2.462",".","28.6","21.4","14.3","7.1","14.3","7.1",".",".",".",".",".","7.1",".",".","."
"","309
002","17","2.853","29.4","17.6","11.8","11.8","17.6","5.9","5.9",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","Course Total","31","2.683","16.1","22.6","16.1","12.9","12.9","9.7","6.5",".",".",".",".",".","3.2",".",".","."
"Intro to Prob & Math Stat II","310
001","8","3.500","37.5","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
001","69","3.007","34.8","11.6","17.4","7.2","21.7","7.2",".",".",".",".",".",".",".",".",".","."
"","002
319","85","2.953","25.9","9.4","30.6","11.8","17.6","2.4","2.4",".",".",".",".",".",".",".",".","."
"","003
319","78","2.994","20.5","20.5","29.5","14.1","10.3","1.3","3.8",".",".",".",".",".",".",".",".","."
"","319
010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","236","2.985","27.1","14.0","25.8","11.0","16.1","3.8","2.1",".",".",".",".",".",".",".",".","."
"","320
001","97","2.755","12.4","9.3","36.1","18.6","16.5","3.1","3.1",".",".",".",".",".",".",".","1.0","."
"","002
320","127","2.650","14.2","15.7","24.4","15.0","16.5","9.4","4.7",".",".",".",".",".",".",".",".","."
"","320
003","123","2.980","31.7","4.9","34.1","7.3","12.2","8.9","0.8",".",".",".",".",".",".",".",".","."
"","320
004","96","2.948","15.6","10.4","36.5","27.1","8.3","2.1",".",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","443","2.829","19.0","10.2","32.3","16.3","13.5","6.3","2.3",".",".",".",".",".",".",".","0.2","."
"Appl Mathematical Analysis","321
001","43","2.119","7.0","7.0","14.0","16.3","27.9","16.3","9.3",".",".",".",".",".","2.3",".",".","."
"Appl Mathematical Analysis","322
001","19","3.184","26.3","36.8","21.1",".","5.3","10.5",".",".",".",".",".",".",".",".",".","."
"","340
001","75","2.633","26.7","8.0","21.3","6.7","16.0","16.0","5.3",".",".",".",".",".",".",".",".","."
"","002
340","89","2.449","16.9","9.0","21.3","15.7","13.5","15.7","7.9",".",".",".",".",".",".",".",".","."
"","340
010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","168","2.533","21.4","8.3","20.8","12.5","14.3","16.1","6.5",".",".",".",".",".",".",".",".","."
"","341
001","46","3.098","26.1","39.1","8.7","6.5","13.0",".","6.5",".",".",".",".",".",".",".",".","."
"","341
002","39","3.231","33.3","15.4","30.8","10.3","7.7","2.6",".",".",".",".",".",".",".",".",".","."
"Linear Algebra","Course Total","85","3.159","29.4","28.2","18.8","8.2","10.6","1.2","3.5",".",".",".",".",".",".",".",".","."
"Multi-Var Calc & Linear Alg","375
001","51","2.890","29.4","11.8","17.6","9.8","23.5",".","5.9","2.0",".",".",".",".",".",".",".","."
"Appl Dyn Sys, Chaos&Modelng","001
415","26","3.180","46.2","7.7","15.4","3.8","15.4","7.7",".","3.8",".",".",".",".",".",".",".","."
"","421
001","37","3.365","32.4","21.6","35.1","8.1","2.7",".",".",".",".",".",".",".",".",".",".","."
"","421
002","34","3.338","32.4","32.4","17.6","11.8","2.9","2.9",".",".",".",".",".",".",".",".",".","."
"","421
003","36","3.278","19.4","36.1","27.8","13.9","2.8",".",".",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","Course Total","107","3.327","28.0","29.9","27.1","11.2","2.8","0.9",".",".",".",".",".",".",".",".",".","."
"","001
431","30","3.033","43.3",".","23.3","6.7","20.0","3.3","3.3",".",".",".",".",".",".",".",".","."
"","431
002","35","2.600","20.0","14.3","20.0","2.9","25.7","11.4","5.7",".",".",".",".",".",".",".",".","."
"","431
004","27","3.093","40.7","3.7","33.3",".","14.8","3.7","3.7",".",".",".",".",".",".",".",".","."
"","431
005","38","3.039","36.8","5.3","31.6","2.6","13.2","10.5",".",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","130","2.931","34.6","6.2","26.9","3.1","18.5","7.7","3.1",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","20","3.575","40.0","45.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Applied Linear Algebra","443
001","24","3.457","45.8","12.5","25.0","8.3","4.2",".",".",".",".",".",".",".","4.2",".",".","."
"College Geometry I","461
001","41","3.220","29.3","24.4","24.4","14.6","2.4","4.9",".",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","001
475","22","3.250","27.3","22.7","40.9",".","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"Numerical Analysis","514
001","13","2.654","23.1","7.7","23.1",".","30.8","15.4",".",".",".",".",".",".",".",".",".","."
"","521
001","22","3.295","45.5","22.7","13.6",".","13.6",".","4.5",".",".",".",".",".",".",".",".","."
