"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"LANG & CULTURES OF ASIA - L","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","",""
"First Semester Filipino","305","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"First Semester Hmong","307","001","21","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Indonesian","309","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Khmer","313","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"First Semester Thai","317","001","9","3.611","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Vietnamese","319","001","13","3.808","76.9","7.7","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","321","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","321","004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","321","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"First Semester Arabic","","Course Total","10","3.550","60.0",".","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Kazak","331","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"First Semester Turkish","339","001","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","353","001","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","353","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"First Semester Hindi","","Course Total","24","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","363","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","363","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"First Semester Persian","","Course Total","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","369","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","369","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"First Semester Modern Tibetan","","Course Total","3","***","","","","","","","","","","","","","","","",""
"First Semester Urdu","371","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Semester Filipino","405","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Semester Hmong","407","001","22","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","409","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","409","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Semester Indonesian","","Course Total","4","***","","","","","","","","","","","","","","","",""
"Third Semester Thai","417","001","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Vietnamese","419","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Kazak","431","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Semester Turkish","439","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings-Adv Arabic Texts","445","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Semester Hindi","453","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Persian","463","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Semester Urdu","471","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Fifth Semester Burmese","503","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fifth Semester Hmong","507","001","14","3.536","50.0","21.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Fifth Semester Indonesian","509","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Fifth Semester Khmer","513","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fifth Semester Thai","517","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Fifth Semester Vietnamese","519","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
